"Date","Price","Open","High","Low","Vol.","Change %"
"04/18/2023","11,941.06","12,026.74","12,026.74","11,922.47","","-0.71%"
"04/17/2023","12,026.74","12,008.59","12,026.74","11,945.91","","0.15%"
"04/14/2023","12,008.59","11,902.02","12,058.54","11,902.02","","0.90%"
"04/13/2023","11,902.02","12,024.40","12,024.40","11,894.74","","-1.02%"
"04/12/2023","12,024.40","12,054.40","12,062.62","11,979.13","","-0.25%"
"04/11/2023","12,054.40","12,063.48","12,090.25","11,995.62","","-0.08%"
"04/10/2023","12,063.48","12,065.11","12,120.21","12,046.36","","-0.01%"
"04/07/2023","12,065.11","12,057.51","12,112.50","12,039.33","","0.06%"
"04/06/2023","12,057.51","12,131.81","12,131.81","12,007.00","","-0.61%"
"03/31/2023","12,131.81","12,130.45","12,219.60","12,119.94","","0.01%"
"03/30/2023","12,130.45","12,063.05","12,166.07","12,063.05","","0.56%"
"03/29/2023","12,063.05","11,992.51","12,087.24","11,981.67","","0.59%"
"03/28/2023","11,992.51","12,092.83","12,096.15","11,978.90","","-0.83%"
"03/27/2023","12,092.83","12,206.44","12,206.44","12,090.01","","-0.93%"
"03/24/2023","12,206.44","12,175.52","12,212.61","12,134.12","","0.25%"
"03/23/2023","12,175.52","12,078.88","12,191.38","11,999.60","","0.80%"
"03/22/2023","12,078.88","11,841.29","12,078.88","11,841.29","","2.01%"
"03/21/2023","11,841.29","11,768.25","11,853.55","11,768.25","","0.62%"
"03/20/2023","11,768.25","11,848.71","11,862.66","11,745.79","","-0.68%"
"03/17/2023","11,848.71","11,638.85","11,849.83","11,638.85","","1.80%"
"03/16/2023","11,638.85","11,643.02","11,677.06","11,617.25","","-0.96%"
"03/15/2023","11,751.51","11,729.60","11,866.94","11,729.60","","0.19%"
"03/14/2023","11,729.60","11,888.87","11,888.87","11,716.90","","-1.34%"
"03/13/2023","11,888.87","11,838.22","11,907.99","11,733.32","","0.43%"
"03/10/2023","11,838.22","12,020.04","12,020.04","11,808.08","","-1.51%"
"03/09/2023","12,020.04","12,046.23","12,100.51","12,019.54","","-0.22%"
"03/08/2023","12,046.23","12,106.52","12,106.52","11,986.34","","-0.50%"
"03/07/2023","12,106.52","12,030.05","12,134.95","12,003.33","","0.64%"
"03/06/2023","12,030.05","12,033.05","12,084.49","12,019.43","","1.01%"
"03/03/2023","11,909.52","11,929.01","12,028.18","11,908.46","","-0.16%"
"03/02/2023","11,929.01","11,960.60","11,960.60","11,845.34","","-0.26%"
"03/01/2023","11,960.60","11,804.37","11,975.35","11,693.25","","1.32%"
"02/24/2023","11,804.37","11,929.71","12,019.67","11,804.37","","-1.05%"
"02/23/2023","11,929.71","11,758.38","11,977.34","11,758.38","","1.46%"
"02/22/2023","11,758.38","11,900.03","11,900.03","11,707.55","","-1.19%"
"02/21/2023","11,900.03","11,910.18","11,910.18","11,847.12","","-0.09%"
"02/20/2023","11,910.18","11,885.65","11,940.87","11,807.14","","-0.66%"
"02/16/2023","11,988.73","11,923.54","12,030.83","11,923.54","","0.55%"
"02/15/2023","11,923.54","12,005.11","12,014.54","11,877.69","","-2.15%"
"02/14/2023","12,185.84","12,178.90","12,199.90","12,162.86","","0.76%"
"02/13/2023","12,094.16","12,141.85","12,141.85","12,015.80","","-0.39%"
"02/10/2023","12,141.85","12,113.11","12,146.30","12,089.66","","0.41%"
"02/09/2023","12,092.35","12,102.58","12,102.58","12,033.92","","-0.08%"
"02/08/2023","12,102.58","11,863.95","12,110.27","11,863.95","","2.01%"
"02/07/2023","11,863.95","11,891.14","11,944.98","11,842.32","","-0.23%"
"02/06/2023","11,891.14","11,956.11","11,969.65","11,891.14","","-1.96%"
"02/03/2023","12,128.74","12,114.42","12,131.07","12,041.47","","0.12%"
"02/02/2023","12,114.42","11,964.02","12,121.36","11,964.02","","1.26%"
"02/01/2023","11,964.02","11,828.06","11,964.02","11,828.06","","1.15%"
"01/31/2023","11,828.06","12,138.40","12,138.40","11,828.06","","-2.56%"
"01/30/2023","12,138.40","11,552.44","12,138.40","11,552.44","","5.07%"
"01/17/2023","11,552.44","11,567.73","11,567.73","11,505.78","","-0.13%"
"01/16/2023","11,567.73","11,470.03","11,595.91","11,470.03","","0.85%"
"01/13/2023","11,470.03","11,335.16","11,597.01","11,335.16","","1.19%"
"01/12/2023","11,335.16","11,334.89","11,390.64","11,303.00","","0.00%"
"01/11/2023","11,334.89","11,377.91","11,408.45","11,307.45","","-0.38%"
"01/10/2023","11,377.91","11,312.07","11,378.11","11,302.55","","0.58%"
"01/09/2023","11,312.07","10,924.94","11,312.07","10,924.94","","3.54%"
"01/06/2023","10,924.94","10,867.19","10,937.79","10,834.85","","0.53%"
"01/05/2023","10,867.19","10,744.98","10,890.56","10,744.98","","1.14%"
"01/04/2023","10,744.98","10,796.85","10,812.31","10,734.45","","-0.48%"
"01/03/2023","10,796.85","10,716.37","10,811.64","10,597.10","","0.75%"
"12/30/2022","10,716.37","10,670.10","10,826.72","10,670.10","","0.43%"
"12/29/2022","10,670.10","10,763.22","10,763.22","10,598.86","","-0.87%"
"12/28/2022","10,763.22","10,884.24","10,884.24","10,695.46","","-1.11%"
"12/27/2022","10,884.24","10,858.32","10,971.75","10,858.32","","0.24%"
"12/26/2022","10,858.32","10,839.24","10,866.97","10,822.00","","0.18%"
"12/23/2022","10,839.24","11,024.39","11,024.39","10,809.77","","-1.68%"
"12/22/2022","11,024.39","10,844.69","11,025.88","10,844.69","","1.66%"
"12/21/2022","10,844.69","10,804.26","10,903.54","10,804.26","","0.37%"
"12/20/2022","10,804.26","10,989.49","10,994.31","10,775.87","","-1.69%"
"12/19/2022","10,989.49","11,067.43","11,067.43","10,965.89","","-0.70%"
"12/16/2022","11,067.43","11,245.62","11,245.62","10,990.95","","-1.58%"
"12/15/2022","11,245.62","11,271.36","11,271.36","11,164.65","","-0.23%"
"12/14/2022","11,271.36","11,092.49","11,274.90","11,092.49","","1.61%"
"12/13/2022","11,092.49","11,175.49","11,209.97","11,084.21","","-0.74%"
"12/12/2022","11,175.49","11,266.02","11,266.02","11,113.52","","-0.80%"
"12/09/2022","11,266.02","11,105.02","11,303.69","11,105.02","","1.45%"
"12/08/2022","11,105.02","11,197.60","11,199.39","11,031.14","","-0.83%"
"12/07/2022","11,197.60","11,261.19","11,367.51","11,195.18","","-0.56%"
"12/06/2022","11,261.19","11,472.54","11,472.54","11,249.40","","-1.84%"
"12/05/2022","11,472.54","11,541.00","11,563.96","11,470.95","","-0.28%"
"12/02/2022","11,504.18","11,572.08","11,572.08","11,462.30","","-0.59%"
"12/01/2022","11,572.08","11,445.29","11,710.14","11,445.29","","1.11%"
"11/30/2022","11,445.29","11,323.55","11,445.29","11,277.76","","1.08%"
"11/29/2022","11,323.55","11,181.91","11,338.55","11,077.45","","1.27%"
"11/28/2022","11,181.91","11,453.52","11,453.52","11,178.27","","-2.37%"
"11/25/2022","11,453.52","11,443.27","11,479.66","11,409.99","","0.09%"
"11/24/2022","11,443.27","11,319.94","11,443.98","11,319.94","","1.09%"
"11/23/2022","11,319.94","11,279.23","11,370.86","11,279.23","","0.36%"
"11/22/2022","11,279.23","11,162.86","11,279.23","11,070.46","","1.04%"
"11/21/2022","11,162.86","11,216.21","11,241.32","11,133.32","","-0.48%"
"11/18/2022","11,216.21","11,223.93","11,357.74","11,182.63","","-0.07%"
"11/17/2022","11,223.93","11,252.18","11,252.18","11,070.38","","-0.25%"
"11/16/2022","11,252.18","11,221.38","11,360.86","11,179.23","","0.27%"
"11/15/2022","11,221.38","10,780.74","11,284.15","10,780.74","","4.09%"
"11/14/2022","10,780.74","10,669.46","10,832.24","10,669.46","","1.04%"
"11/11/2022","10,669.46","10,126.06","10,670.46","10,126.06","","5.37%"
"11/10/2022","10,126.06","10,258.01","10,258.01","10,089.31","","-1.29%"
"11/09/2022","10,258.01","9,962.94","10,258.01","9,962.94","","2.96%"
"11/08/2022","9,962.94","9,830.04","9,980.95","9,830.04","","1.35%"
"11/07/2022","9,830.04","9,662.43","9,858.55","9,662.43","","1.73%"
"11/04/2022","9,662.43","9,659.88","9,678.66","9,551.41","","0.03%"
"11/03/2022","9,659.88","9,810.29","9,810.29","9,632.16","","-1.53%"
"11/02/2022","9,810.29","9,764.76","9,810.29","9,724.57","","0.47%"
"11/01/2022","9,764.76","9,711.63","9,786.62","9,661.86","","0.55%"
"10/31/2022","9,711.63","9,565.44","9,730.10","9,565.44","","1.53%"
"10/28/2022","9,565.44","9,664.87","9,664.87","9,490.00","","-1.03%"
"10/27/2022","9,664.87","9,526.55","9,726.00","9,526.55","","1.45%"
"10/26/2022","9,526.55","9,442.85","9,578.27","9,428.47","","0.89%"
"10/25/2022","9,442.85","9,647.31","9,647.31","9,420.20","","-2.12%"
"10/24/2022","9,647.31","9,648.34","9,814.88","9,642.59","","-0.01%"
"10/21/2022","9,648.34","9,739.05","9,763.10","9,642.18","","-0.93%"
"10/20/2022","9,739.05","9,730.06","9,740.93","9,514.31","","0.09%"
"10/19/2022","9,730.06","9,895.28","9,895.28","9,727.54","","-1.67%"
"10/18/2022","9,895.28","9,743.76","9,904.42","9,743.76","","1.56%"
"10/17/2022","9,743.76","9,927.76","9,927.76","9,677.02","","-1.85%"
"10/14/2022","9,927.76","9,655.45","9,999.90","9,655.45","","2.82%"
"10/13/2022","9,655.45","9,784.01","9,825.44","9,652.19","","-1.31%"
"10/12/2022","9,784.01","9,814.65","9,831.95","9,718.61","","-0.31%"
"10/11/2022","9,814.65","10,371.77","10,371.77","9,814.65","","-5.37%"
"10/07/2022","10,371.77","10,576.67","10,576.67","10,357.04","","-1.94%"
"10/06/2022","10,576.67","10,485.87","10,579.93","10,485.87","","0.87%"
"10/05/2022","10,485.87","10,222.14","10,568.78","10,222.14","","2.58%"
"10/04/2022","10,222.14","9,991.79","10,238.18","9,991.79","","2.31%"
"10/03/2022","9,991.79","10,098.31","10,120.15","9,981.21","","-1.05%"
"09/30/2022","10,098.31","10,252.81","10,252.81","10,049.75","","-1.51%"
"09/29/2022","10,252.81","10,259.40","10,379.33","10,202.19","","-0.06%"
"09/28/2022","10,259.40","10,498.10","10,529.96","10,259.25","","-2.27%"
"09/27/2022","10,498.10","10,484.78","10,550.12","10,456.43","","0.13%"
"09/26/2022","10,484.78","10,698.38","10,698.38","10,450.55","","-2.00%"
"09/23/2022","10,698.38","10,834.16","10,834.16","10,698.38","","-1.25%"
"09/22/2022","10,834.16","10,974.68","10,974.68","10,724.41","","-1.28%"
"09/21/2022","10,974.68","11,070.84","11,070.84","10,936.39","","-0.87%"
"09/20/2022","11,070.84","10,952.51","11,088.54","10,952.51","","1.08%"
"09/19/2022","10,952.51","11,042.11","11,063.00","10,945.25","","-0.81%"
"09/16/2022","11,042.11","11,137.23","11,137.23","11,002.10","","-0.85%"
"09/15/2022","11,137.23","11,145.52","11,196.27","11,093.03","","-0.07%"
"09/14/2022","11,145.52","11,383.96","11,383.96","11,068.11","","-2.09%"
"09/13/2022","11,383.96","11,295.88","11,429.27","11,295.88","","0.78%"
"09/12/2022","11,295.88","11,099.84","11,354.20","11,099.84","","1.77%"
"09/08/2022","11,099.84","11,008.59","11,099.84","11,008.59","","0.83%"
"09/07/2022","11,008.59","11,279.87","11,279.87","10,998.90","","-2.40%"
"09/06/2022","11,279.87","11,213.92","11,325.17","11,213.92","","0.59%"
"09/05/2022","11,213.92","11,180.59","11,252.32","11,170.53","","0.30%"
"09/02/2022","11,180.59","11,306.85","11,306.85","11,180.59","","-1.12%"
"09/01/2022","11,306.85","11,569.36","11,569.36","11,288.86","","-2.27%"
"08/31/2022","11,569.36","11,437.03","11,580.48","11,358.77","","1.16%"
"08/30/2022","11,437.03","11,454.67","11,512.37","11,420.98","","-0.15%"
"08/29/2022","11,454.67","11,745.86","11,745.86","11,398.63","","-2.48%"
"08/26/2022","11,745.86","11,679.71","11,799.79","11,679.71","","0.57%"
"08/25/2022","11,679.71","11,579.02","11,726.26","11,579.02","","0.87%"
"08/24/2022","11,579.02","11,620.63","11,695.51","11,567.63","","-0.36%"
"08/23/2022","11,620.63","11,764.09","11,764.09","11,609.93","","-1.22%"
"08/22/2022","11,764.09","11,927.68","11,927.68","11,749.01","","-1.37%"
"08/19/2022","11,927.68","11,935.21","11,983.36","11,873.27","","-0.06%"
"08/18/2022","11,935.21","12,037.68","12,037.68","11,881.44","","-0.85%"
"08/17/2022","12,037.68","11,993.42","12,038.01","11,955.40","","0.37%"
"08/16/2022","11,993.42","11,982.76","12,017.53","11,960.91","","0.09%"
"08/15/2022","11,982.76","11,882.44","12,004.90","11,882.44","","0.84%"
"08/12/2022","11,882.44","11,830.67","11,896.55","11,816.00","","0.44%"
"08/11/2022","11,830.67","11,587.78","11,834.94","11,587.78","","2.10%"
"08/10/2022","11,587.78","11,715.45","11,715.45","11,558.20","","-1.09%"
"08/09/2022","11,715.45","11,716.55","11,742.08","11,594.69","","-0.01%"
"08/08/2022","11,716.55","11,750.15","11,750.15","11,632.60","","-0.29%"
"08/05/2022","11,750.15","11,457.31","11,756.81","11,457.31","","2.56%"
"08/04/2022","11,457.31","11,503.98","11,509.84","11,348.10","","-0.41%"
"08/03/2022","11,503.98","11,403.41","11,503.98","11,372.21","","0.88%"
"08/02/2022","11,403.41","11,606.29","11,606.29","11,322.91","","-1.75%"
"08/01/2022","11,606.29","11,557.40","11,606.29","11,543.91","","-0.31%"
"07/29/2022","11,641.91","11,547.34","11,680.62","11,547.34","","0.82%"
"07/28/2022","11,547.34","11,543.95","11,654.80","11,508.61","","0.03%"
"07/27/2022","11,543.95","11,441.12","11,543.95","11,358.72","","0.90%"
"07/26/2022","11,441.12","11,538.66","11,538.66","11,387.29","","-0.85%"
"07/25/2022","11,538.66","11,577.66","11,577.66","11,487.31","","-0.34%"
"07/22/2022","11,577.66","11,552.63","11,608.36","11,521.81","","0.22%"
"07/21/2022","11,552.63","11,364.57","11,552.63","11,363.44","","1.65%"
"07/20/2022","11,364.57","11,310.70","11,508.92","11,310.70","","0.48%"
"07/19/2022","11,310.70","11,364.54","11,364.54","11,239.95","","-0.47%"
"07/18/2022","11,364.54","11,255.36","11,364.54","11,253.55","","0.97%"
"07/15/2022","11,255.36","11,091.99","11,286.64","11,081.25","","1.47%"
"07/14/2022","11,091.99","11,006.14","11,124.23","10,871.15","","0.78%"
"07/13/2022","11,006.14","10,656.41","11,074.06","10,656.41","","3.28%"
"07/12/2022","10,656.41","10,949.23","10,949.23","10,652.21","","-2.67%"
"07/11/2022","10,949.23","11,057.53","11,101.06","10,928.08","","-0.98%"
"07/08/2022","11,057.53","10,941.64","11,118.28","10,941.64","","1.06%"
"07/07/2022","10,941.64","10,600.75","10,963.51","10,600.75","","3.22%"
"07/06/2022","10,600.75","10,887.07","10,887.07","10,600.53","","-2.63%"
"07/05/2022","10,887.07","10,795.78","11,002.88","10,670.60","","0.85%"
"07/04/2022","10,795.78","10,979.01","10,979.01","10,776.69","","-1.67%"
"07/01/2022","10,979.01","11,357.32","11,357.32","10,970.51","","-3.33%"
"06/30/2022","11,357.32","11,670.69","11,670.69","11,357.32","","-2.69%"
"06/29/2022","11,670.69","11,835.19","11,835.19","11,660.33","","-1.39%"
"06/28/2022","11,835.19","11,901.84","11,901.84","11,789.92","","-0.56%"
"06/27/2022","11,901.84","11,707.59","12,020.94","11,707.59","","1.66%"
"06/24/2022","11,707.59","11,645.17","11,811.69","11,645.17","","0.54%"
"06/23/2022","11,645.17","11,854.94","11,854.94","11,603.96","","-1.77%"
"06/22/2022","11,854.94","12,163.73","12,163.73","11,854.94","","-2.54%"
"06/21/2022","12,163.73","11,910.61","12,163.73","11,910.61","","2.13%"
"06/20/2022","11,910.61","12,037.73","12,069.80","11,909.45","","-1.06%"
"06/17/2022","12,037.73","12,217.14","12,217.14","12,002.57","","-1.47%"
"06/16/2022","12,217.14","12,281.56","12,463.17","12,204.24","","-0.52%"
"06/15/2022","12,281.56","12,339.88","12,372.32","12,272.66","","-0.47%"
"06/14/2022","12,339.88","12,370.14","12,370.14","12,212.77","","-0.24%"
"06/13/2022","12,370.14","12,686.59","12,686.59","12,349.61","","-2.49%"
"06/10/2022","12,686.59","12,846.78","12,846.78","12,653.95","","-1.25%"
"06/09/2022","12,846.78","12,904.22","12,904.22","12,786.00","","-0.45%"
"06/08/2022","12,904.22","12,734.78","12,925.86","12,734.78","","1.33%"
"06/07/2022","12,734.78","12,845.45","12,845.45","12,695.44","","-0.86%"
"06/06/2022","12,845.45","12,790.15","12,897.29","12,754.27","","0.43%"
"06/02/2022","12,790.15","12,790.15","12,790.15","12,790.15","","-1.02%"
"06/01/2022","12,921.57","13,088.70","13,088.70","12,904.19","","-1.28%"
"05/31/2022","13,088.70","12,867.57","13,089.73","12,749.56","","1.72%"
"05/30/2022","12,867.57","12,564.50","12,868.91","12,564.50","","2.41%"
"05/27/2022","12,564.50","12,269.24","12,564.50","12,269.24","","2.41%"
"05/26/2022","12,269.24","12,406.77","12,451.35","12,250.08","","-1.11%"
"05/25/2022","12,406.77","12,312.17","12,478.82","12,312.17","","0.77%"
"05/24/2022","12,312.17","12,468.59","12,525.48","12,312.17","","-1.25%"
"05/23/2022","12,468.59","12,469.64","12,552.30","12,442.79","","-0.01%"
"05/20/2022","12,469.64","12,350.88","12,508.41","12,350.88","","0.96%"
"05/19/2022","12,350.88","12,620.09","12,620.09","12,271.74","","-2.13%"
"05/18/2022","12,620.09","12,403.23","12,628.61","12,403.23","","1.75%"
"05/17/2022","12,403.23","12,272.10","12,447.77","12,272.10","","1.07%"
"05/16/2022","12,272.10","12,201.09","12,389.53","12,201.09","","0.58%"
"05/13/2022","12,201.09","12,062.49","12,236.21","12,062.49","","1.15%"
"05/12/2022","12,062.49","12,393.71","12,393.71","12,061.97","","-2.67%"
"05/11/2022","12,393.71","12,398.92","12,462.16","12,344.23","","-0.04%"
"05/10/2022","12,398.92","12,416.44","12,416.44","12,134.30","","-0.14%"
"05/09/2022","12,416.44","12,657.08","12,657.08","12,416.44","","-1.90%"
"05/06/2022","12,657.08","12,903.72","12,903.72","12,581.35","","-1.91%"
"05/05/2022","12,903.72","12,802.97","12,985.52","12,802.97","","0.79%"
"05/04/2022","12,802.97","12,741.35","12,846.80","12,741.35","","0.48%"
"05/03/2022","12,741.35","12,856.75","12,869.18","12,713.82","","-0.90%"
"04/29/2022","12,856.75","12,713.15","12,948.49","12,713.15","","1.13%"
"04/28/2022","12,713.15","12,596.03","12,739.42","12,564.92","","0.93%"
"04/27/2022","12,596.03","12,916.69","12,916.69","12,584.29","","-2.48%"
"04/26/2022","12,916.69","12,890.96","12,956.49","12,855.14","","0.20%"
"04/25/2022","12,890.96","13,157.99","13,157.99","12,849.98","","-2.03%"
"04/22/2022","13,157.99","13,249.26","13,249.26","13,074.41","","-0.69%"
"04/21/2022","13,249.26","13,304.78","13,338.82","13,233.55","","-0.42%"
"04/20/2022","13,304.78","13,168.16","13,305.43","13,148.07","","1.04%"
"04/19/2022","13,168.16","13,111.65","13,275.48","13,111.65","","0.43%"
"04/18/2022","13,111.65","13,187.45","13,195.98","13,067.29","","-0.57%"
"04/15/2022","13,187.45","13,396.28","13,396.28","13,187.45","","-1.56%"
"04/14/2022","13,396.28","13,462.21","13,525.77","13,396.28","","-0.49%"
"04/13/2022","13,462.21","13,184.35","13,501.69","13,184.35","","2.11%"
"04/12/2022","13,184.35","13,217.40","13,285.59","13,101.25","","-0.25%"
"04/11/2022","13,217.40","13,396.14","13,411.93","13,217.38","","-1.33%"
"04/08/2022","13,396.14","13,342.67","13,434.16","13,342.67","","0.40%"
"04/07/2022","13,342.67","13,601.75","13,601.75","13,342.40","","-1.90%"
"04/06/2022","13,601.75","13,730.40","13,730.40","13,485.86","","-0.94%"
"04/01/2022","13,730.40","13,828.59","13,828.59","13,616.35","","-0.71%"
"03/31/2022","13,828.59","13,857.06","13,873.14","13,786.16","","-0.21%"
"03/30/2022","13,857.06","13,683.34","13,878.08","13,683.34","","1.27%"
"03/29/2022","13,683.34","13,661.32","13,722.10","13,616.09","","0.16%"
"03/28/2022","13,661.32","13,834.88","13,834.88","13,551.04","","-1.25%"
"03/25/2022","13,834.88","13,800.02","13,862.06","13,791.00","","0.25%"
"03/24/2022","13,800.02","13,812.52","13,812.52","13,705.38","","-0.09%"
"03/23/2022","13,812.52","13,660.38","13,813.71","13,660.38","","1.11%"
"03/22/2022","13,660.38","13,689.80","13,689.80","13,586.52","","-0.21%"
"03/21/2022","13,689.80","13,601.36","13,733.54","13,601.36","","0.65%"
"03/18/2022","13,601.36","13,608.09","13,634.85","13,511.36","","-0.05%"
"03/17/2022","13,608.09","13,162.47","13,637.40","13,162.47","","3.39%"
"03/16/2022","13,162.47","13,153.86","13,266.68","13,065.46","","0.07%"
"03/15/2022","13,153.86","13,153.86","13,153.86","13,153.86","","-1.98%"
"03/14/2022","13,419.39","13,456.90","13,525.05","13,406.68","","-0.28%"
"03/11/2022","13,456.90","13,626.25","13,626.25","13,433.93","","-1.24%"
"03/10/2022","13,626.25","13,253.44","13,665.80","13,253.44","","2.81%"
"03/09/2022","13,253.44","13,122.62","13,320.10","13,122.62","","1.00%"
"03/08/2022","13,122.62","13,390.32","13,390.32","13,080.51","","-2.00%"
"03/07/2022","13,390.32","13,833.41","13,833.41","13,362.68","","-3.20%"
"03/04/2022","13,833.41","14,001.91","14,001.91","13,797.95","","-1.20%"
"03/03/2022","14,001.91","13,961.12","14,085.79","13,961.12","","0.29%"
"03/02/2022","13,961.12","14,010.99","14,017.18","13,911.07","","-0.36%"
"03/01/2022","14,010.99","13,854.32","14,079.46","13,838.88","","1.13%"
"02/25/2022","13,854.32","13,827.21","13,919.61","13,779.28","","0.20%"
"02/24/2022","13,827.21","14,218.34","14,218.34","13,821.01","","-2.75%"
"02/23/2022","14,218.34","14,196.62","14,276.55","14,161.24","","0.15%"
"02/22/2022","14,196.62","14,361.33","14,361.33","14,103.53","","-1.15%"
"02/21/2022","14,361.33","14,388.17","14,397.60","14,291.61","","-0.19%"
"02/18/2022","14,388.17","14,477.34","14,477.34","14,317.44","","-0.62%"
"02/17/2022","14,477.34","14,471.57","14,519.52","14,407.92","","0.04%"
"02/16/2022","14,471.57","14,225.18","14,474.80","14,225.18","","1.73%"
"02/15/2022","14,225.18","14,289.38","14,338.53","14,217.26","","-0.45%"
"02/14/2022","14,289.38","14,558.30","14,558.30","14,252.31","","-1.85%"
"02/11/2022","14,558.30","14,575.62","14,575.62","14,435.33","","-0.12%"
"02/10/2022","14,575.62","14,348.65","14,575.62","14,348.65","","1.58%"
"02/09/2022","14,348.65","14,207.68","14,374.83","14,207.68","","0.99%"
"02/08/2022","14,207.68","14,224.46","14,355.66","14,207.58","","-0.12%"
"02/07/2022","14,224.46","14,122.90","14,276.61","14,097.69","","0.72%"
"01/26/2022","14,122.90","14,187.47","14,215.67","14,090.30","","-0.46%"
"01/25/2022","14,187.47","14,410.74","14,410.74","14,121.41","","-1.55%"
"01/24/2022","14,410.74","14,270.82","14,430.52","14,149.54","","0.98%"
"01/21/2022","14,270.82","14,506.92","14,506.92","14,210.02","","-1.63%"
"01/20/2022","14,506.92","14,545.44","14,592.60","14,429.21","","-0.26%"
"01/19/2022","14,545.44","14,682.86","14,682.86","14,514.20","","-0.94%"
"01/18/2022","14,682.86","14,901.26","14,906.27","14,682.86","","-1.47%"
"01/17/2022","14,901.26","14,770.17","14,944.31","14,770.17","","0.89%"
"01/14/2022","14,770.17","14,742.67","14,842.32","14,596.15","","0.19%"
"01/13/2022","14,742.67","14,680.68","14,748.93","14,637.67","","0.42%"
"01/12/2022","14,680.68","14,573.50","14,681.39","14,556.11","","0.74%"
"01/11/2022","14,573.50","14,458.76","14,573.50","14,386.87","","0.79%"
"01/10/2022","14,458.76","14,384.41","14,473.58","14,248.53","","0.52%"
"01/07/2022","14,384.41","14,551.18","14,616.41","14,347.96","","-1.15%"
"01/06/2022","14,551.18","14,678.33","14,678.33","14,428.52","","-0.87%"
"01/05/2022","14,678.33","14,701.35","14,830.88","14,615.05","","-0.16%"
"01/04/2022","14,701.35","14,383.41","14,701.35","14,383.41","","2.21%"
"01/03/2022","14,383.41","14,265.96","14,459.96","14,265.96","","0.82%"
"12/30/2021","14,265.96","14,299.90","14,346.20","14,265.96","","-0.24%"
"12/29/2021","14,299.90","14,270.50","14,344.67","14,262.58","","1.38%"
"12/27/2021","14,105.03","14,036.64","14,175.03","14,036.64","","0.49%"
"12/24/2021","14,036.64","14,030.49","14,112.75","14,030.49","","0.04%"
"12/23/2021","14,030.49","13,928.36","14,046.24","13,928.36","","0.73%"
"12/22/2021","13,928.36","13,891.29","13,955.44","13,891.29","","0.27%"
"12/21/2021","13,891.29","13,810.26","13,934.92","13,800.83","","0.59%"
"12/20/2021","13,810.26","13,969.15","13,969.15","13,794.63","","-1.14%"
"12/17/2021","13,969.15","13,922.97","13,969.19","13,842.37","","0.33%"
"12/16/2021","13,922.97","13,820.54","13,937.59","13,820.54","","0.74%"
"12/15/2021","13,820.54","13,797.56","13,836.18","13,734.65","","0.17%"
"12/14/2021","13,797.56","13,882.95","13,882.95","13,752.98","","-0.62%"
"12/13/2021","13,882.95","13,946.44","14,028.02","13,882.57","","-0.46%"
"12/10/2021","13,946.44","14,026.72","14,026.72","13,894.97","","-0.57%"
"12/09/2021","14,026.72","13,949.49","14,026.72","13,918.52","","0.55%"
"12/08/2021","13,949.49","13,960.40","14,122.53","13,948.90","","-0.08%"
"12/07/2021","13,960.40","13,862.98","13,965.37","13,799.58","","0.70%"
"12/06/2021","13,862.98","13,898.83","13,962.84","13,777.78","","-0.26%"
"12/03/2021","13,898.83","13,977.02","13,992.76","13,868.87","","-0.56%"
"12/02/2021","13,977.02","13,756.10","13,977.02","13,748.38","","1.61%"
"12/01/2021","13,756.10","13,590.78","13,803.52","13,569.92","","1.22%"
"11/30/2021","13,590.78","13,548.30","13,713.61","13,532.10","","0.31%"
"11/29/2021","13,548.30","13,582.37","13,628.70","13,467.56","","-0.25%"
"11/26/2021","13,582.37","13,788.08","13,788.08","13,533.80","","-1.49%"
"11/25/2021","13,788.08","13,779.49","13,847.68","13,735.81","","0.06%"
"11/24/2021","13,779.49","13,875.18","13,897.01","13,745.94","","-0.69%"
"11/23/2021","13,875.18","13,968.19","13,968.19","13,858.99","","-0.67%"
"11/22/2021","13,968.19","14,023.96","14,038.07","13,968.19","","-0.40%"
"11/19/2021","14,023.96","14,007.18","14,158.28","13,991.30","","0.12%"
"11/18/2021","14,007.18","13,914.14","14,007.18","13,910.35","","0.67%"
"11/17/2021","13,914.14","13,882.75","13,948.03","13,866.78","","0.23%"
"11/16/2021","13,882.75","13,831.90","13,889.18","13,822.34","","0.37%"
"11/15/2021","13,831.90","13,734.83","13,885.18","13,734.83","","0.71%"
"11/12/2021","13,734.83","13,694.26","13,835.67","13,694.26","","0.30%"
"11/11/2021","13,694.26","13,812.00","13,812.00","13,647.62","","-0.85%"
"11/10/2021","13,812.00","13,822.16","13,830.98","13,758.85","","-0.07%"
"11/09/2021","13,822.16","13,709.75","13,891.08","13,709.75","","0.82%"
"11/08/2021","13,709.75","13,600.89","13,709.75","13,577.61","","0.80%"
"11/05/2021","13,600.89","13,373.22","13,600.89","13,373.22","","1.70%"
"11/04/2021","13,373.22","13,434.04","13,503.35","13,349.37","","-0.45%"
"11/03/2021","13,434.04","13,408.33","13,488.19","13,408.33","","0.19%"
"11/02/2021","13,408.33","13,378.02","13,515.33","13,374.37","","0.23%"
"11/01/2021","13,378.02","13,357.30","13,435.50","13,357.30","","0.16%"
"10/29/2021","13,357.30","13,452.58","13,458.94","13,317.11","","-0.71%"
"10/28/2021","13,452.58","13,508.29","13,508.29","13,404.08","","-0.41%"
