"Date","Price","Open","High","Low","Vol.","Change %"
"04/16/2024","15,597.84","15,597.84","15,597.84","15,597.84","","-2.64%"
"04/15/2024","16,020.39","16,280.59","16,280.59","16,018.74","","-1.60%"
"04/12/2024","16,280.59","16,352.39","16,389.84","16,262.13","","-0.44%"
"04/11/2024","16,352.39","16,336.04","16,352.39","16,244.08","","0.10%"
"04/10/2024","16,336.04","16,384.21","16,429.24","16,312.30","","-0.29%"
"04/09/2024","16,384.21","15,975.05","16,409.05","15,975.05","","2.56%"
"04/08/2024","15,975.05","15,923.05","16,069.85","15,923.05","","0.33%"
"04/03/2024","15,923.05","16,066.31","16,066.31","15,868.44","","-0.89%"
"04/02/2024","16,066.31","15,780.92","16,066.31","15,780.92","","1.81%"
"04/01/2024","15,780.92","15,935.62","15,990.26","15,768.22","","-0.97%"
"03/29/2024","15,935.62","15,766.69","15,975.64","15,766.69","","1.07%"
"03/28/2024","15,766.69","15,830.04","15,842.84","15,670.29","","-0.40%"
"03/27/2024","15,830.04","15,804.63","15,894.70","15,773.14","","0.16%"
"03/26/2024","15,804.63","15,810.19","15,999.34","15,686.94","","-0.04%"
"03/25/2024","15,810.19","15,885.54","15,915.23","15,790.02","","-0.47%"
"03/22/2024","15,885.54","15,857.08","15,950.26","15,739.89","","0.18%"
"03/21/2024","15,857.08","15,454.87","15,862.40","15,454.87","","2.60%"
"03/20/2024","15,454.87","15,522.63","15,658.06","15,384.92","","-0.44%"
"03/19/2024","15,522.63","15,541.63","15,573.87","15,403.18","","-0.12%"
"03/18/2024","15,541.63","15,379.08","15,550.77","15,379.08","","1.06%"
"03/15/2024","15,379.08","15,681.95","15,681.95","15,369.65","","-1.93%"
"03/14/2024","15,681.95","15,658.63","15,715.82","15,525.29","","0.15%"
"03/13/2024","15,658.63","15,558.60","15,769.81","15,558.60","","0.64%"
"03/12/2024","15,558.60","15,425.14","15,567.92","15,322.32","","0.87%"
"03/11/2024","15,425.14","15,572.16","15,572.16","15,342.32","","-0.94%"
"03/08/2024","15,572.16","15,317.39","15,767.07","15,317.39","","1.66%"
"03/07/2024","15,317.39","15,005.49","15,432.15","15,005.49","","2.08%"
"03/06/2024","15,005.49","14,898.45","15,042.12","14,738.24","","0.72%"
"03/05/2024","14,898.45","14,831.74","14,988.08","14,831.74","","0.45%"
"03/04/2024","14,831.74","14,391.52","14,838.98","14,391.52","","3.06%"
"03/01/2024","14,391.52","14,445.23","14,517.75","14,385.21","","-0.37%"
"02/29/2024","14,445.23","14,441.88","14,526.66","14,354.98","","0.02%"
"02/27/2024","14,441.88","14,487.52","14,539.91","14,354.14","","-0.32%"
"02/26/2024","14,487.52","14,456.43","14,518.20","14,401.74","","0.22%"
"02/23/2024","14,456.43","14,378.29","14,532.02","14,378.29","","0.54%"
"02/22/2024","14,378.29","14,210.54","14,401.93","14,210.54","","1.18%"
"02/21/2024","14,210.54","14,313.53","14,313.53","14,172.49","","-0.72%"
"02/20/2024","14,313.53","14,170.87","14,313.89","14,137.54","","1.01%"
"02/19/2024","14,170.87","14,179.07","14,208.80","14,106.07","","-0.06%"
"02/16/2024","14,179.07","14,316.48","14,338.44","14,171.95","","-0.96%"
"02/15/2024","14,316.48","13,717.55","14,440.49","13,717.55","","4.37%"
"02/05/2024","13,717.55","13,626.41","13,735.92","13,596.89","","0.67%"
"02/02/2024","13,626.41","13,535.14","13,626.41","13,532.13","","0.67%"
"02/01/2024","13,535.14","13,514.69","13,535.51","13,406.34","","0.15%"
"01/31/2024","13,514.69","13,673.25","13,673.25","13,491.70","","-1.16%"
"01/30/2024","13,673.25","13,761.93","13,761.93","13,673.25","","-0.64%"
"01/29/2024","13,761.93","13,676.62","13,764.95","13,671.87","","0.62%"
"01/26/2024","13,676.62","13,677.24","13,705.78","13,616.91","","0.00%"
"01/25/2024","13,677.24","13,496.01","13,678.06","13,496.01","","1.34%"
"01/24/2024","13,496.01","13,494.22","13,543.40","13,475.88","","0.01%"
"01/23/2024","13,494.22","13,458.53","13,515.04","13,413.90","","0.27%"
"01/22/2024","13,458.53","13,398.22","13,536.52","13,398.22","","0.45%"
"01/19/2024","13,398.22","12,879.27","13,401.84","12,879.27","","4.03%"
"01/18/2024","12,879.27","12,789.29","12,914.16","12,789.29","","0.70%"
"01/17/2024","12,789.29","12,894.40","12,915.94","12,770.43","","-0.82%"
"01/16/2024","12,894.40","13,047.86","13,047.86","12,873.40","","-1.18%"
"01/15/2024","13,047.86","13,028.72","13,135.96","13,028.72","","0.15%"
"01/12/2024","13,028.72","13,044.40","13,075.52","12,971.47","","-0.12%"
"01/11/2024","13,044.40","13,000.80","13,084.82","12,998.85","","0.34%"
"01/10/2024","13,000.80","13,056.48","13,056.48","12,970.83","","-0.43%"
"01/09/2024","13,056.48","13,051.34","13,164.02","13,042.27","","0.04%"
"01/08/2024","13,051.34","12,974.48","13,132.98","12,974.48","","0.59%"
"01/05/2024","12,974.48","13,037.78","13,062.11","12,951.46","","-0.49%"
"01/04/2024","13,037.78","13,034.49","13,070.22","12,997.95","","0.03%"
"01/03/2024","13,034.49","13,309.21","13,309.21","12,992.31","","-2.06%"
"01/02/2024","13,309.21","13,381.88","13,382.75","13,239.75","","-0.54%"
"12/29/2023","13,381.88","13,370.94","13,390.77","13,321.40","","0.08%"
"12/28/2023","13,370.94","13,355.02","13,380.94","13,298.54","","0.12%"
"12/27/2023","13,355.02","13,219.61","13,361.54","13,219.61","","1.02%"
"12/26/2023","13,219.61","13,119.70","13,221.77","13,119.70","","0.76%"
"12/25/2023","13,119.70","13,098.20","13,165.53","13,090.30","","0.16%"
"12/22/2023","13,098.20","13,037.14","13,108.66","13,037.14","","0.47%"
"12/21/2023","13,037.14","13,139.33","13,139.33","12,976.53","","-0.78%"
"12/20/2023","13,139.33","13,131.40","13,169.99","13,114.65","","0.06%"
"12/19/2023","13,131.40","13,156.50","13,178.08","13,053.78","","-0.19%"
"12/18/2023","13,156.50","13,161.81","13,164.74","13,044.70","","-0.04%"
"12/15/2023","13,161.81","13,125.86","13,197.56","13,114.99","","0.27%"
"12/14/2023","13,125.86","12,977.57","13,129.20","12,977.57","","1.14%"
"12/13/2023","12,977.57","12,969.89","12,997.47","12,946.94","","0.06%"
"12/12/2023","12,969.89","12,934.01","13,026.83","12,923.16","","0.28%"
"12/11/2023","12,934.01","12,891.28","12,941.26","12,887.72","","0.33%"
"12/08/2023","12,891.28","12,806.53","12,976.81","12,806.53","","0.66%"
"12/07/2023","12,806.53","12,874.88","12,902.89","12,799.80","","-0.53%"
"12/06/2023","12,874.88","12,858.88","12,948.17","12,849.95","","0.12%"
"12/05/2023","12,858.88","12,935.97","12,935.97","12,796.60","","-0.60%"
"12/04/2023","12,935.97","12,985.61","13,034.62","12,894.78","","-0.38%"
"12/01/2023","12,985.61","12,993.54","12,993.81","12,907.39","","-0.06%"
"11/30/2023","12,993.54","12,945.77","12,994.56","12,882.09","","0.37%"
"11/29/2023","12,945.77","12,941.09","13,032.89","12,900.15","","0.04%"
"11/28/2023","12,941.09","12,808.51","12,971.36","12,799.04","","1.04%"
"11/27/2023","12,808.51","12,930.13","12,983.53","12,804.01","","-0.94%"
"11/24/2023","12,930.13","12,925.92","12,937.69","12,909.37","","-0.09%"
"11/23/2023","12,942.10","12,957.91","12,976.69","12,886.89","","-0.12%"
"11/22/2023","12,957.91","13,073.68","13,073.68","12,911.74","","-0.89%"
"11/21/2023","13,073.68","12,887.95","13,078.44","12,887.95","","1.44%"
"11/20/2023","12,887.95","12,905.94","12,910.47","12,842.43","","-0.14%"
"11/17/2023","12,905.94","12,905.69","12,957.09","12,865.34","","0.00%"
"11/16/2023","12,905.69","12,887.23","12,925.20","12,829.04","","0.14%"
"11/15/2023","12,887.23","12,717.88","12,910.83","12,717.88","","1.33%"
"11/14/2023","12,717.88","12,673.77","12,766.37","12,673.77","","0.35%"
"11/13/2023","12,673.77","12,493.28","12,783.22","12,493.28","","1.44%"
"11/10/2023","12,493.28","12,534.89","12,534.89","12,459.70","","-0.33%"
"11/09/2023","12,534.89","12,519.43","12,541.66","12,464.82","","0.12%"
"11/08/2023","12,519.43","12,477.52","12,550.05","12,443.39","","0.34%"
"11/07/2023","12,477.52","12,432.08","12,477.63","12,402.25","","0.37%"
"11/06/2023","12,432.08","12,359.33","12,518.87","12,359.33","","0.59%"
"11/03/2023","12,359.33","12,276.90","12,361.98","12,269.40","","0.67%"
"11/02/2023","12,276.90","11,956.72","12,280.07","11,956.72","","2.68%"
"11/01/2023","11,956.72","11,947.10","12,018.07","11,920.45","","0.08%"
"10/31/2023","11,947.10","12,019.55","12,060.88","11,918.98","","-0.60%"
"10/30/2023","12,019.55","12,028.25","12,077.52","11,963.50","","-0.07%"
"10/27/2023","12,028.25","11,978.80","12,081.62","11,978.80","","0.41%"
"10/26/2023","11,978.80","12,202.49","12,202.49","11,968.65","","-1.83%"
"10/25/2023","12,202.49","12,184.98","12,297.38","12,184.98","","0.14%"
"10/24/2023","12,184.98","12,177.13","12,204.74","12,085.78","","0.06%"
"10/23/2023","12,177.13","12,371.22","12,371.22","12,164.85","","-1.57%"
"10/20/2023","12,371.22","12,317.36","12,377.04","12,223.81","","0.44%"
"10/19/2023","12,317.36","12,280.84","12,349.60","12,248.62","","0.30%"
"10/18/2023","12,280.84","12,450.78","12,450.78","12,252.29","","-1.36%"
"10/17/2023","12,450.78","12,422.71","12,521.69","12,421.17","","0.23%"
"10/16/2023","12,422.71","12,529.60","12,529.60","12,381.67","","-0.85%"
"10/13/2023","12,529.60","12,533.51","12,543.63","12,466.96","","-0.03%"
"10/12/2023","12,533.51","12,428.18","12,533.76","12,422.04","","0.85%"
"10/11/2023","12,428.18","12,229.09","12,438.68","12,229.09","","1.63%"
"10/06/2023","12,229.09","12,157.51","12,243.30","12,157.51","","0.59%"
"10/05/2023","12,157.51","12,005.05","12,182.35","12,005.05","","1.27%"
"10/04/2023","12,005.05","12,162.89","12,162.89","11,957.94","","-1.30%"
"10/03/2023","12,162.89","12,238.68","12,247.28","12,160.16","","0.86%"
"09/28/2023","12,059.05","12,031.76","12,104.72","12,011.34","","0.23%"
"09/27/2023","12,031.76","11,994.39","12,037.00","11,930.44","","0.31%"
"09/26/2023","11,994.39","12,140.66","12,140.66","11,994.39","","-1.20%"
"09/25/2023","12,140.66","12,061.62","12,192.14","12,059.35","","0.66%"
"09/22/2023","12,061.62","12,085.82","12,093.09","11,996.76","","-0.20%"
"09/21/2023","12,085.82","12,254.93","12,254.93","12,072.23","","-1.38%"
"09/20/2023","12,254.93","12,332.02","12,337.47","12,248.75","","-0.63%"
"09/19/2023","12,332.02","12,370.00","12,423.12","12,332.02","","-0.31%"
"09/18/2023","12,370.00","12,605.83","12,605.83","12,369.67","","-1.87%"
"09/15/2023","12,605.83","12,491.95","12,606.01","12,460.10","","0.91%"
"09/14/2023","12,491.95","12,312.93","12,491.95","12,312.93","","1.45%"
"09/13/2023","12,312.93","12,340.45","12,390.08","12,291.49","","-0.22%"
"09/12/2023","12,340.45","12,200.63","12,349.36","12,195.95","","1.15%"
"09/11/2023","12,200.63","12,277.17","12,287.59","12,175.21","","-0.62%"
"09/08/2023","12,277.17","12,319.38","12,319.38","12,218.52","","-0.34%"
"09/07/2023","12,319.38","12,424.18","12,424.18","12,310.05","","-0.84%"
"09/06/2023","12,424.18","12,478.34","12,526.26","12,424.18","","-0.43%"
"09/05/2023","12,478.34","12,517.08","12,517.08","12,431.92","","-0.31%"
"09/04/2023","12,517.08","12,387.10","12,518.16","12,387.10","","1.05%"
"09/01/2023","12,387.10","12,370.22","12,455.63","12,337.35","","0.14%"
"08/31/2023","12,370.22","12,479.23","12,482.72","12,370.22","","-0.87%"
"08/30/2023","12,479.23","12,421.57","12,549.94","12,421.57","","0.46%"
"08/29/2023","12,421.57","12,354.25","12,431.39","12,313.03","","0.54%"
"08/28/2023","12,354.25","12,286.88","12,414.94","12,286.88","","0.55%"
"08/25/2023","12,286.88","12,552.53","12,552.53","12,286.88","","-2.12%"
"08/24/2023","12,552.53","12,348.30","12,561.65","12,348.30","","1.65%"
"08/23/2023","12,348.30","12,222.25","12,360.54","12,221.29","","1.03%"
"08/22/2023","12,222.25","12,170.47","12,279.35","12,170.47","","0.43%"
"08/21/2023","12,170.47","12,198.49","12,266.96","12,132.65","","-0.23%"
"08/18/2023","12,198.49","12,279.10","12,320.68","12,188.53","","-0.66%"
"08/17/2023","12,279.10","12,269.29","12,314.69","12,118.19","","0.08%"
"08/16/2023","12,269.29","12,288.82","12,288.82","12,174.71","","-0.16%"
"08/15/2023","12,288.82","12,300.65","12,379.92","12,277.00","","-0.10%"
"08/14/2023","12,300.65","12,413.10","12,420.46","12,234.59","","-0.91%"
"08/11/2023","12,413.10","12,470.82","12,574.49","12,413.10","","-0.46%"
"08/10/2023","12,470.82","12,572.14","12,572.14","12,450.56","","-0.81%"
"08/09/2023","12,572.14","12,541.10","12,613.11","12,496.85","","0.25%"
"08/08/2023","12,541.10","12,649.06","12,658.26","12,507.75","","-0.85%"
"08/07/2023","12,649.06","12,569.18","12,693.88","12,569.18","","0.64%"
"08/04/2023","12,569.18","12,659.39","12,659.39","12,524.45","","-0.71%"
"08/02/2023","12,659.39","12,844.92","12,849.87","12,608.26","","-1.44%"
"08/01/2023","12,844.92","12,747.00","12,844.98","12,745.31","","0.77%"
"07/31/2023","12,747.00","12,809.45","12,956.77","12,691.05","","-0.49%"
"07/28/2023","12,809.45","12,794.02","12,874.98","12,777.14","","0.12%"
"07/27/2023","12,794.02","12,754.74","12,821.66","12,754.74","","0.31%"
"07/26/2023","12,754.74","12,773.57","12,813.55","12,711.73","","-0.15%"
"07/25/2023","12,773.57","12,603.00","12,805.70","12,603.00","","1.35%"
"07/24/2023","12,603.00","12,605.37","12,672.48","12,554.84","","-0.02%"
"07/21/2023","12,605.37","12,822.17","12,822.17","12,507.97","","-1.69%"
"07/20/2023","12,822.17","12,832.26","12,879.57","12,801.19","","-0.08%"
"07/19/2023","12,832.26","12,887.58","12,971.94","12,794.19","","-0.43%"
"07/18/2023","12,887.58","12,974.72","12,997.93","12,861.61","","-0.67%"
"07/17/2023","12,974.72","12,951.00","12,975.39","12,898.10","","0.18%"
"07/14/2023","12,951.00","12,791.97","12,951.00","12,791.97","","1.24%"
"07/13/2023","12,791.97","12,708.19","12,905.45","12,708.19","","0.66%"
"07/12/2023","12,708.19","12,659.15","12,708.53","12,599.24","","0.39%"
"07/11/2023","12,659.15","12,445.63","12,659.85","12,445.63","","1.72%"
"07/10/2023","12,445.63","12,460.03","12,593.52","12,438.21","","-0.12%"
"07/07/2023","12,460.03","12,502.08","12,551.37","12,427.27","","-0.34%"
"07/06/2023","12,502.08","12,797.47","12,797.47","12,502.08","","-2.31%"
"07/05/2023","12,797.47","12,862.10","12,878.08","12,753.21","","-0.50%"
"07/04/2023","12,862.10","12,823.76","12,870.25","12,793.69","","0.30%"
"07/03/2023","12,823.76","12,721.72","12,848.30","12,721.72","","0.80%"
"06/30/2023","12,721.72","12,762.14","12,762.14","12,612.79","","-0.32%"
"06/29/2023","12,762.14","12,800.37","12,898.00","12,731.84","","-0.30%"
"06/28/2023","12,800.37","12,766.38","12,862.69","12,764.53","","0.27%"
"06/27/2023","12,766.38","12,858.77","12,858.77","12,755.49","","-0.72%"
"06/26/2023","12,858.77","12,982.59","12,982.59","12,839.87","","-0.95%"
"06/21/2023","12,982.59","12,999.12","13,033.19","12,921.55","","-0.13%"
"06/20/2023","12,999.12","13,087.33","13,087.33","12,953.17","","-0.67%"
"06/19/2023","13,087.33","13,115.73","13,115.73","13,023.25","","-0.22%"
"06/16/2023","13,115.73","13,160.88","13,166.47","13,062.00","","-0.34%"
"06/15/2023","13,160.88","13,126.08","13,187.37","13,107.14","","0.27%"
"06/14/2023","13,126.08","13,138.63","13,144.78","13,086.42","","-0.10%"
"06/13/2023","13,138.63","12,877.01","13,163.83","12,877.01","","2.03%"
"06/12/2023","12,877.01","12,771.24","12,909.99","12,771.24","","0.83%"
"06/09/2023","12,771.24","12,657.69","12,785.25","12,657.69","","0.90%"
"06/08/2023","12,657.69","12,804.36","12,804.36","12,609.41","","-1.15%"
"06/07/2023","12,804.36","12,655.79","12,804.36","12,655.79","","1.17%"
"06/06/2023","12,655.79","12,590.64","12,688.13","12,567.06","","0.52%"
"06/05/2023","12,590.64","12,636.08","12,650.99","12,587.89","","-0.36%"
"06/02/2023","12,636.08","12,467.77","12,670.14","12,467.77","","1.35%"
"06/01/2023","12,467.77","12,563.87","12,563.87","12,448.49","","-0.76%"
"05/31/2023","12,563.87","12,657.78","12,657.78","12,472.09","","-0.74%"
"05/30/2023","12,657.78","12,658.93","12,697.45","12,622.76","","-0.01%"
"05/29/2023","12,658.93","12,595.92","12,748.54","12,595.92","","0.50%"
"05/26/2023","12,595.92","12,316.08","12,603.89","12,316.08","","2.27%"
"05/25/2023","12,316.08","12,149.16","12,343.97","12,146.47","","1.37%"
"05/24/2023","12,149.16","12,206.77","12,207.33","12,095.12","","-0.47%"
"05/23/2023","12,206.77","12,215.59","12,240.41","12,142.21","","-0.07%"
"05/22/2023","12,215.59","12,238.90","12,239.47","12,177.62","","-0.19%"
"05/19/2023","12,238.90","12,191.04","12,264.94","12,177.80","","0.39%"
"05/18/2023","12,191.04","12,023.89","12,215.56","12,023.89","","1.39%"
"05/17/2023","12,023.89","11,806.55","12,058.67","11,806.55","","1.84%"
"05/16/2023","11,806.55","11,646.19","11,852.26","11,646.19","","1.38%"
"05/15/2023","11,646.19","11,652.70","11,680.16","11,628.67","","-0.06%"
"05/12/2023","11,652.70","11,708.92","11,708.92","11,630.15","","-0.48%"
"05/11/2023","11,708.92","11,777.53","11,811.68","11,696.17","","-0.58%"
"05/10/2023","11,777.53","11,870.87","11,870.87","11,719.52","","-0.79%"
"05/09/2023","11,870.87","11,796.35","11,871.10","11,780.29","","0.63%"
"05/08/2023","11,796.35","11,728.55","11,851.07","11,728.55","","0.58%"
"05/05/2023","11,728.55","11,697.97","11,759.42","11,690.60","","0.26%"
"05/04/2023","11,697.97","11,661.01","11,717.00","11,642.48","","0.32%"
"05/03/2023","11,661.01","11,722.75","11,722.75","11,630.04","","-0.53%"
"05/02/2023","11,722.75","11,710.83","11,744.20","11,646.39","","0.10%"
"04/28/2023","11,710.83","11,570.56","11,711.23","11,570.56","","1.21%"
"04/27/2023","11,570.56","11,543.91","11,605.54","11,501.02","","0.23%"
"04/26/2023","11,543.91","11,596.24","11,596.24","11,501.37","","-0.45%"
"04/25/2023","11,596.24","11,780.49","11,780.49","11,590.63","","-1.56%"
"04/24/2023","11,780.49","11,803.04","11,809.43","11,718.22","","-0.19%"
"04/21/2023","11,803.04","11,850.69","11,945.40","11,792.02","","-0.40%"
"04/20/2023","11,850.69","11,845.43","11,912.51","11,811.67","","0.04%"
"04/19/2023","11,845.43","11,941.06","11,979.23","11,829.00","","-0.80%"
