"Date","Price","Open","High","Low","Vol.","Change %"
"07/23/2024","1,763.02","1,759.41","1,768.05","1,758.02","","0.21%"
"07/22/2024","1,759.41","1,765.16","1,765.16","1,757.86","","-0.33%"
"07/19/2024","1,765.16","1,758.56","1,778.01","1,758.21","","0.40%"
"07/18/2024","1,758.21","1,753.23","1,760.16","1,743.86","","0.28%"
"07/17/2024","1,753.23","1,753.72","1,758.65","1,751.54","","-0.03%"
"07/16/2024","1,753.72","1,748.25","1,769.42","1,747.07","","0.31%"
"07/15/2024","1,748.25","1,726.65","1,751.58","1,720.03","","1.40%"
"07/12/2024","1,724.19","1,685.76","1,724.19","1,685.76","","2.25%"
"07/11/2024","1,686.17","1,688.89","1,690.58","1,683.55","","-0.16%"
"07/10/2024","1,688.89","1,687.02","1,695.32","1,682.49","0.00K","0.11%"
"07/09/2024","1,687.02","1,686.04","1,689.07","1,682.12","0.00K","0.05%"
"07/08/2024","1,686.24","1,681.02","1,690.36","1,679.69","0.00K","0.32%"
"07/05/2024","1,680.81","1,693.81","1,693.81","1,680.56","0.00K","-0.77%"
"07/04/2024","1,693.81","1,685.07","1,695.09","1,684.96","0.00K","0.60%"
"07/03/2024","1,683.74","1,683.26","1,695.70","1,682.56","0.00K","0.02%"
"07/02/2024","1,683.44","1,682.20","1,684.33","1,678.16","0.00K","-0.22%"
"07/01/2024","1,687.11","1,696.44","1,697.14","1,684.31","0.00K","-0.55%"
"06/28/2024","1,696.44","1,688.77","1,696.44","1,683.68","0.00K","0.45%"
"06/27/2024","1,688.77","1,680.47","1,688.77","1,678.93","0.00K","0.49%"
"06/26/2024","1,680.47","1,682.27","1,689.92","1,679.29","0.00K","-0.11%"
"06/25/2024","1,682.27","1,684.07","1,689.86","1,682.27","0.00K","0.19%"
"06/24/2024","1,679.14","1,680.55","1,688.14","1,679.14","0.00K","-0.10%"
"06/21/2024","1,680.90","1,688.54","1,689.42","1,680.90","0.00K","-0.45%"
"06/20/2024","1,688.54","1,686.57","1,689.90","1,680.77","0.00K","0.12%"
"06/19/2024","1,686.57","1,684.94","1,689.50","1,680.22","0.00K","0.10%"
"06/18/2024","1,684.94","1,683.31","1,691.66","1,682.80","0.00K","0.10%"
"06/17/2024","1,683.31","1,677.61","1,689.71","1,677.26","0.00K","0.34%"
"06/14/2024","1,677.61","1,674.47","1,689.97","1,674.47","0.00K","0.19%"
"06/13/2024","1,674.47","1,688.08","1,688.08","1,673.29","0.00K","-0.81%"
"06/12/2024","1,688.08","1,681.28","1,688.08","1,675.54","0.00K","0.32%"
"06/11/2024","1,682.72","1,678.75","1,687.32","1,681.01","0.00K","0.24%"
"06/10/2024","1,678.75","1,678.54","1,682.65","1,669.38","0.00K","0.01%"
"06/07/2024","1,678.54","1,676.55","1,678.59","1,664.45","0.00K","0.12%"
"06/06/2024","1,676.49","1,669.86","1,678.00","1,668.41","0.00K","0.40%"
"06/05/2024","1,669.86","1,687.55","1,687.55","1,669.86","0.00K","-1.05%"
"06/04/2024","1,687.55","1,684.47","1,690.31","1,676.12","0.00K","0.18%"
"06/03/2024","1,684.47","1,673.53","1,685.72","1,672.21","0.00K","0.64%"
"05/31/2024","1,673.74","1,676.91","1,679.07","1,672.82","0.00K","-0.13%"
"05/29/2024","1,675.88","1,687.87","1,692.18","1,673.52","0.00K","-0.99%"
"05/28/2024","1,692.59","1,693.51","1,693.51","1,678.71","0.00K","0.09%"
"05/27/2024","1,691.15","1,698.60","1,698.95","1,689.22","0.00K","-0.44%"
"05/24/2024","1,698.60","1,700.03","1,700.80","1,695.04","0.00K","-0.08%"
"05/23/2024","1,700.03","1,702.21","1,703.78","1,693.38","0.00K","-0.12%"
"05/22/2024","1,702.09","1,700.01","1,704.70","1,694.33","0.00K","0.12%"
"05/21/2024","1,700.01","1,705.54","1,705.89","1,692.63","0.00K","-0.39%"
"05/20/2024","1,706.72","1,703.34","1,710.46","1,702.01","0.00K","0.20%"
"05/17/2024","1,703.34","1,705.85","1,710.77","1,697.79","0.00K","-0.15%"
"05/16/2024","1,705.85","1,700.12","1,705.85","1,698.83","0.00K","0.06%"
"05/15/2024","1,704.84","1,694.70","1,704.84","1,687.32","0.00K","0.61%"
"05/14/2024","1,694.55","1,689.91","1,694.55","1,683.39","0.00K","0.40%"
"05/13/2024","1,687.86","1,687.98","1,692.08","1,678.14","0.00K","-0.01%"
"05/10/2024","1,687.98","1,685.22","1,689.11","1,677.49","0.00K","-0.67%"
"05/09/2024","1,699.38","1,696.83","1,700.16","1,693.39","0.00K","0.22%"
"05/08/2024","1,695.65","1,703.43","1,703.43","1,695.65","","-0.46%"
"05/07/2024","1,703.43","1,707.88","1,707.88","1,702.24","","-0.26%"
"05/06/2024","1,707.88","1,703.83","1,707.88","1,699.58","","0.17%"
"05/03/2024","1,705.01","1,703.84","1,708.12","1,701.83","","0.10%"
"05/02/2024","1,703.32","1,701.99","1,710.12","1,698.99","","0.08%"
"04/30/2024","1,701.99","1,702.57","1,711.28","1,700.50","","-0.03%"
"04/29/2024","1,702.57","1,709.12","1,703.15","1,700.05","","-0.47%"
"04/26/2024","1,710.56","1,705.34","1,710.57","1,700.25","","0.31%"
"04/25/2024","1,705.34","1,685.35","1,711.33","1,685.35","","1.19%"
"04/24/2024","1,685.35","1,690.84","1,691.87","1,685.35","","-0.32%"
"04/23/2024","1,690.84","1,700.99","1,702.99","1,690.84","","-0.56%"
"04/22/2024","1,700.41","1,698.51","1,702.51","1,694.04","","0.11%"
"04/19/2024","1,698.51","1,697.40","1,698.70","1,693.98","","0.07%"
"04/18/2024","1,697.40","1,702.07","1,702.51","1,691.24","","-0.24%"
"04/16/2024","1,701.40","1,703.37","1,707.52","1,694.45","","-0.15%"
"04/15/2024","1,704.04","1,705.73","1,708.14","1,698.13","","-0.24%"
"04/12/2024","1,708.19","1,691.90","1,708.85","1,691.90","","0.96%"
"04/11/2024","1,691.90","1,697.65","1,701.21","1,691.74","","-0.34%"
"04/10/2024","1,697.65","1,699.09","1,701.60","1,695.96","","0.02%"
"04/09/2024","1,697.24","1,706.46","1,708.92","1,696.06","","-0.54%"
"04/08/2024","1,706.43","1,699.87","1,706.43","1,697.08","","0.39%"
"04/05/2024","1,699.77","1,702.04","1,704.12","1,693.95","","-0.13%"
"04/04/2024","1,702.04","1,704.01","1,706.80","1,697.61","","-0.14%"
"04/03/2024","1,704.36","1,707.86","1,710.57","1,702.35","","-0.20%"
"04/02/2024","1,707.86","1,714.61","1,718.50","1,705.51","","-0.31%"
"03/28/2024","1,713.17","1,716.01","1,718.47","1,705.33","","-0.19%"
"03/27/2024","1,716.36","1,721.26","1,721.26","1,709.60","","-0.25%"
"03/26/2024","1,720.60","1,717.57","1,725.21","1,710.33","","0.18%"
"03/25/2024","1,717.57","1,727.88","1,730.99","1,712.09","","-0.66%"
"03/22/2024","1,729.06","1,723.50","1,730.38","1,717.63","","0.32%"
"03/21/2024","1,723.50","1,708.86","1,723.50","1,708.86","","0.93%"
"03/20/2024","1,707.68","1,696.95","1,714.01","1,698.75","","0.84%"
"03/19/2024","1,693.40","1,677.85","1,693.40","1,677.85","","0.93%"
"03/18/2024","1,677.85","1,686.76","1,694.19","1,675.72","","-0.53%"
"03/15/2024","1,686.76","1,690.67","1,694.73","1,682.29","","-0.19%"
"03/14/2024","1,690.05","1,685.06","1,694.02","1,683.94","","0.28%"
"03/13/2024","1,685.39","1,663.58","1,688.08","1,663.58","","1.31%"
"03/12/2024","1,663.58","1,651.26","1,669.16","1,651.14","","0.74%"
"03/11/2024","1,651.37","1,640.65","1,652.88","1,637.12","","0.65%"
"03/08/2024","1,640.65","1,640.94","1,643.68","1,631.42","","-0.04%"
"03/07/2024","1,641.27","1,649.94","1,650.35","1,641.27","","-0.66%"
"03/06/2024","1,652.19","1,662.58","1,662.58","1,643.80","","-0.61%"
"03/05/2024","1,662.32","1,661.41","1,666.52","1,654.12","","0.07%"
"03/04/2024","1,661.23","1,653.62","1,661.94","1,651.21","","0.46%"
"03/01/2024","1,653.62","1,642.59","1,658.06","1,641.36","","0.67%"
"02/29/2024","1,642.59","1,656.35","1,657.72","1,640.59","","-0.83%"
"02/28/2024","1,656.35","1,665.31","1,666.46","1,650.03","","-0.54%"
"02/27/2024","1,665.31","1,672.43","1,673.45","1,658.50","","-0.51%"
"02/26/2024","1,673.77","1,675.07","1,683.38","1,660.29","","-0.08%"
"02/23/2024","1,675.07","1,648.27","1,675.63","1,648.27","","1.63%"
"02/22/2024","1,648.27","1,633.13","1,648.27","1,633.13","","1.08%"
"02/21/2024","1,630.64","1,621.60","1,630.70","1,621.07","","0.58%"
"02/20/2024","1,621.25","1,617.99","1,621.25","1,606.69","","0.20%"
"02/19/2024","1,617.99","1,615.15","1,619.26","1,611.32","","0.18%"
"02/16/2024","1,615.15","1,614.59","1,617.30","1,609.78","","0.03%"
"02/15/2024","1,614.59","1,617.58","1,614.59","1,601.36","","-0.18%"
"02/14/2024","1,617.58","1,614.60","1,618.38","1,607.98","","0.14%"
"02/13/2024","1,615.27","1,608.45","1,615.33","1,604.31","","0.42%"
"02/12/2024","1,608.45","1,606.42","1,608.45","1,596.69","","0.13%"
"02/09/2024","1,606.42","1,606.82","1,613.34","1,598.02","","-0.02%"
"02/08/2024","1,606.82","1,607.36","1,606.82","1,597.22","","-0.03%"
"02/07/2024","1,607.36","1,603.09","1,607.36","1,595.05","","0.27%"
"02/06/2024","1,603.09","1,602.27","1,604.22","1,596.40","","0.04%"
"02/05/2024","1,602.42","1,602.86","1,607.57","1,593.05","","-0.03%"
"02/02/2024","1,602.86","1,603.51","1,608.72","1,599.71","","-0.11%"
"02/01/2024","1,604.64","1,606.05","1,613.28","1,601.13","","-0.21%"
"01/31/2024","1,608.08","1,594.88","1,608.08","1,593.82","","0.91%"
"01/30/2024","1,593.64","1,593.69","1,597.31","1,590.82","","0.00%"
"01/29/2024","1,593.69","1,591.03","1,596.80","1,586.56","","0.32%"
"01/26/2024","1,588.55","1,583.16","1,591.27","1,578.68","","0.20%"
"01/25/2024","1,585.42","1,585.23","1,585.42","1,574.88","","0.01%"
"01/24/2024","1,585.23","1,582.34","1,585.23","1,565.93","","0.18%"
"01/23/2024","1,582.34","1,587.05","1,589.89","1,572.84","","-0.30%"
"01/22/2024","1,587.05","1,597.46","1,597.81","1,579.15","","-0.72%"
"01/19/2024","1,598.59","1,589.52","1,598.59","1,584.08","","0.57%"
"01/18/2024","1,589.52","1,598.44","1,598.44","1,586.99","","-0.68%"
"01/17/2024","1,600.47","1,595.03","1,600.58","1,581.24","","0.34%"
"01/16/2024","1,595.03","1,588.91","1,598.22","1,587.75","","0.39%"
"01/15/2024","1,588.91","1,582.27","1,592.19","1,579.29","","0.42%"
"01/12/2024","1,582.27","1,575.91","1,583.62","1,573.54","","0.42%"
"01/11/2024","1,575.59","1,577.30","1,578.00","1,571.40","","-0.02%"
"01/10/2024","1,575.88","1,587.03","1,593.70","1,575.88","","-0.70%"
"01/09/2024","1,586.97","1,570.06","1,599.99","1,570.06","","1.24%"
"01/08/2024","1,567.57","1,552.54","1,567.83","1,551.85","","1.04%"
"01/05/2024","1,551.41","1,536.00","1,551.41","1,536.00","","1.03%"
"01/04/2024","1,535.65","1,534.72","1,541.47","1,534.61","","0.06%"
"01/03/2024","1,534.72","1,537.57","1,538.81","1,529.49","","-0.19%"
"01/02/2024","1,537.67","1,547.98","1,547.98","1,534.79","","-0.71%"
"12/29/2023","1,548.60","1,527.75","1,551.70","1,527.86","","1.38%"
"12/28/2023","1,527.52","1,533.87","1,533.87","1,527.52","","-0.49%"
"12/27/2023","1,535.00","1,534.87","1,538.04","1,529.74","","0.00%"
"12/22/2023","1,534.98","1,535.71","1,536.51","1,529.50","","-0.01%"
"12/21/2023","1,535.09","1,536.63","1,536.51","1,532.19","","-0.10%"
"12/20/2023","1,536.63","1,520.05","1,536.63","1,520.05","","1.09%"
"12/19/2023","1,520.05","1,524.11","1,529.73","1,518.70","","-0.41%"
"12/18/2023","1,526.36","1,516.99","1,526.74","1,515.83","","0.60%"
"12/15/2023","1,517.32","1,514.04","1,525.72","1,514.04","","0.24%"
"12/14/2023","1,513.71","1,513.41","1,516.84","1,511.58","","0.02%"
"12/13/2023","1,513.41","1,508.52","1,515.84","1,507.28","","0.28%"
"12/12/2023","1,509.14","1,499.28","1,516.54","1,499.28","","0.49%"
"12/11/2023","1,501.76","1,503.04","1,504.20","1,498.66","","-0.16%"
"12/08/2023","1,504.16","1,499.43","1,504.16","1,493.46","","0.32%"
"12/07/2023","1,499.43","1,499.59","1,504.76","1,495.00","","0.07%"
"12/06/2023","1,498.35","1,504.19","1,514.57","1,497.51","","-0.39%"
"12/05/2023","1,504.19","1,499.63","1,505.44","1,498.16","","0.30%"
"12/04/2023","1,499.63","1,483.43","1,499.63","1,482.44","","1.09%"
"12/01/2023","1,483.43","1,482.57","1,484.68","1,474.89","","0.06%"
"11/30/2023","1,482.57","1,462.85","1,482.83","1,462.85","","1.35%"
"11/29/2023","1,462.85","1,467.43","1,469.88","1,460.51","","-0.23%"
"11/28/2023","1,466.18","1,456.34","1,466.18","1,453.99","","0.61%"
"11/27/2023","1,457.35","1,448.74","1,458.47","1,444.17","","0.57%"
"11/24/2023","1,449.07","1,455.61","1,460.86","1,449.07","","-0.45%"
"11/23/2023","1,455.61","1,463.38","1,466.32","1,455.40","","-0.53%"
"11/22/2023","1,463.38","1,458.68","1,464.54","1,458.68","","0.32%"
"11/21/2023","1,458.68","1,456.52","1,464.91","1,455.28","","0.15%"
"11/20/2023","1,456.52","1,462.42","1,467.06","1,455.36","","-0.40%"
"11/17/2023","1,462.42","1,469.81","1,470.12","1,460.52","","-0.50%"
"11/16/2023","1,469.81","1,472.13","1,478.36","1,469.55","","-0.16%"
"11/15/2023","1,472.13","1,472.35","1,481.15","1,471.80","","-0.02%"
"11/14/2023","1,472.46","1,461.78","1,477.18","1,461.78","","0.73%"
"11/13/2023","1,461.78","1,457.68","1,468.94","1,457.68","","0.28%"
"11/10/2023","1,457.68","1,464.78","1,470.46","1,457.68","","-0.48%"
"11/09/2023","1,464.78","1,469.24","1,471.32","1,461.00","","-0.33%"
"11/08/2023","1,469.58","1,470.76","1,479.70","1,465.21","","0.00%"
"11/07/2023","1,469.52","1,455.81","1,470.00","1,454.77","","0.94%"
"11/06/2023","1,455.81","1,455.29","1,463.89","1,453.80","","0.05%"
"11/03/2023","1,455.03","1,442.40","1,455.03","1,438.48","","0.96%"
"11/02/2023","1,441.22","1,436.45","1,447.09","1,431.83","","0.18%"
"10/31/2023","1,438.70","1,434.71","1,446.94","1,434.04","","0.36%"
"10/30/2023","1,433.47","1,420.48","1,436.02","1,420.48","","1.18%"
"10/27/2023","1,416.75","1,414.91","1,418.36","1,411.76","","0.13%"
"10/26/2023","1,414.91","1,415.68","1,418.64","1,411.16","","0.03%"
"10/25/2023","1,414.55","1,413.85","1,419.80","1,412.72","","0.14%"
"10/24/2023","1,412.60","1,408.13","1,415.18","1,408.08","","0.40%"
"10/23/2023","1,407.00","1,407.71","1,408.35","1,401.89","","0.04%"
"10/20/2023","1,406.47","1,408.54","1,410.23","1,402.22","","-0.19%"
"10/19/2023","1,409.17","1,411.71","1,414.60","1,409.17","","-0.19%"
"10/18/2023","1,411.87","1,416.85","1,419.71","1,411.87","","-0.35%"
"10/17/2023","1,416.85","1,425.03","1,427.23","1,411.63","","-0.83%"
"10/16/2023","1,428.76","1,429.75","1,430.87","1,415.85","","-0.07%"
"10/13/2023","1,429.75","1,430.69","1,434.07","1,424.81","","-0.07%"
"10/12/2023","1,430.69","1,436.43","1,436.48","1,430.35","","-0.48%"
"10/11/2023","1,437.56","1,437.05","1,437.56","1,431.13","","0.04%"
"10/10/2023","1,437.05","1,430.44","1,438.96","1,430.29","","0.62%"
"10/09/2023","1,428.26","1,454.84","1,455.20","1,418.46","","-2.10%"
"10/06/2023","1,458.90","1,465.68","1,465.68","1,457.62","","-0.46%"
"10/05/2023","1,465.68","1,454.69","1,465.68","1,454.69","","0.82%"
"10/04/2023","1,453.83","1,476.46","1,476.57","1,450.78","","-1.53%"
"10/03/2023","1,476.46","1,482.21","1,482.21","1,471.03","","-0.39%"
"10/02/2023","1,482.21","1,475.69","1,483.39","1,474.83","","0.39%"
"09/29/2023","1,476.48","1,490.14","1,490.14","1,472.88","","-0.89%"
"09/28/2023","1,489.81","1,492.75","1,492.75","1,475.56","","-0.20%"
"09/27/2023","1,492.75","1,486.66","1,492.75","1,479.50","","0.16%"
"09/26/2023","1,490.39","1,480.68","1,492.73","1,479.67","","0.68%"
"09/25/2023","1,480.35","1,479.79","1,487.90","1,479.52","","0.03%"
"09/22/2023","1,479.89","1,476.16","1,480.52","1,471.49","","0.25%"
"09/21/2023","1,476.16","1,482.47","1,485.30","1,472.69","","-0.43%"
"09/20/2023","1,482.47","1,479.12","1,486.35","1,478.20","","0.29%"
"09/19/2023","1,478.11","1,486.86","1,486.86","1,473.04","","-0.68%"
"09/18/2023","1,488.20","1,514.70","1,515.95","1,483.23","","-1.68%"
"09/15/2023","1,513.69","1,507.14","1,513.69","1,495.74","","0.24%"
"09/14/2023","1,510.13","1,489.42","1,511.09","1,487.97","","1.39%"
"09/13/2023","1,489.42","1,497.14","1,498.25","1,483.37","","-0.52%"
"09/12/2023","1,497.24","1,495.75","1,512.05","1,493.35","","0.10%"
"09/11/2023","1,495.75","1,496.31","1,500.51","1,495.75","","-0.04%"
"09/08/2023","1,496.31","1,506.97","1,506.97","1,496.01","","-0.57%"
"09/07/2023","1,504.95","1,496.56","1,505.05","1,491.61","","0.56%"
"09/06/2023","1,496.56","1,486.08","1,496.76","1,483.03","","0.71%"
"09/05/2023","1,486.08","1,486.03","1,492.98","1,482.68","","0.01%"
"09/04/2023","1,485.93","1,483.32","1,488.07","1,478.15","","0.18%"
"09/01/2023","1,483.32","1,484.95","1,484.95","1,478.64","","-0.13%"
"08/31/2023","1,485.21","1,484.20","1,485.86","1,477.59","","0.08%"
"08/30/2023","1,484.00","1,490.64","1,490.96","1,483.22","","-0.43%"
"08/29/2023","1,490.34","1,481.06","1,492.03","1,480.86","","0.63%"
"08/28/2023","1,481.06","1,476.04","1,486.54","1,475.57","","0.41%"
"08/25/2023","1,475.03","1,486.44","1,486.44","1,471.91","","-0.77%"
"08/24/2023","1,486.44","1,455.59","1,486.44","1,455.59","","2.07%"
"08/23/2023","1,456.27","1,462.05","1,466.35","1,450.21","","-0.40%"
"08/22/2023","1,462.05","1,463.35","1,464.36","1,459.37","","0.02%"
"08/21/2023","1,461.74","1,467.94","1,467.94","1,461.74","","-0.42%"
"08/18/2023","1,467.94","1,469.47","1,473.80","1,465.29","","-0.17%"
"08/17/2023","1,470.48","1,453.51","1,470.88","1,452.45","","1.17%"
"08/16/2023","1,453.51","1,455.61","1,457.41","1,451.04","","-0.23%"
"08/14/2023","1,456.90","1,424.13","1,457.56","1,424.13","","1.87%"
"08/11/2023","1,430.12","1,442.80","1,443.31","1,426.42","","-0.81%"
"08/10/2023","1,441.83","1,448.30","1,453.17","1,438.66","","-0.45%"
"08/09/2023","1,448.30","1,454.74","1,459.49","1,444.30","","-1.16%"
"08/08/2023","1,465.35","1,475.90","1,475.90","1,459.55","","-0.71%"
"08/07/2023","1,475.90","1,448.53","1,475.90","1,448.53","","2.08%"
"08/04/2023","1,445.88","1,417.78","1,445.88","1,417.60","","2.26%"
"08/03/2023","1,413.91","1,414.26","1,421.91","1,408.03","","-0.02%"
"08/02/2023","1,414.26","1,416.36","1,419.72","1,413.35","","-0.12%"
"08/01/2023","1,415.96","1,415.51","1,418.50","1,413.98","","0.02%"
"07/31/2023","1,415.62","1,410.29","1,415.62","1,404.08","","0.49%"
"07/28/2023","1,408.69","1,412.48","1,414.81","1,407.66","","-0.34%"
"07/27/2023","1,413.49","1,419.78","1,419.78","1,400.62","","-0.49%"
"07/26/2023","1,420.46","1,413.34","1,422.05","1,407.59","","0.55%"
"07/25/2023","1,412.72","1,416.40","1,416.48","1,411.08","","-0.34%"
"07/24/2023","1,417.60","1,415.23","1,420.94","1,411.66","","0.14%"
"07/21/2023","1,415.57","1,408.25","1,417.59","1,406.76","","0.54%"
"07/20/2023","1,407.93","1,411.08","1,415.60","1,398.25","","-0.22%"
"07/19/2023","1,411.08","1,404.49","1,418.57","1,404.49","","0.55%"
"07/18/2023","1,403.30","1,384.52","1,406.82","1,381.66","","1.38%"
"07/17/2023","1,384.22","1,381.92","1,385.32","1,378.85","","0.18%"
"07/14/2023","1,381.71","1,382.16","1,384.82","1,379.91","","-0.10%"
"07/13/2023","1,383.12","1,378.19","1,384.51","1,378.19","","0.38%"
"07/12/2023","1,377.87","1,372.53","1,382.53","1,372.53","","0.39%"
"07/11/2023","1,372.53","1,378.19","1,380.95","1,372.21","","-0.41%"
"07/10/2023","1,378.19","1,375.45","1,378.19","1,370.69","","0.20%"
"07/07/2023","1,375.45","1,375.03","1,376.87","1,370.32","","0.03%"
"07/06/2023","1,375.03","1,371.54","1,375.13","1,369.05","","0.10%"
"07/05/2023","1,373.65","1,375.78","1,375.98","1,368.25","","-0.15%"
"07/04/2023","1,375.78","1,371.90","1,376.20","1,370.89","","0.28%"
"07/03/2023","1,371.90","1,371.35","1,372.83","1,364.19","","0.02%"
"06/30/2023","1,371.59","1,389.21","1,390.85","1,370.21","","-1.30%"
"06/29/2023","1,389.62","1,385.83","1,389.62","1,382.90","","0.27%"
"06/28/2023","1,385.83","1,389.99","1,389.99","1,383.40","","-0.30%"
"06/27/2023","1,389.99","1,386.57","1,393.13","1,385.09","","0.20%"
"06/26/2023","1,387.21","1,383.61","1,388.54","1,379.27","","0.26%"
"06/23/2023","1,383.61","1,375.76","1,383.73","1,374.54","","0.48%"
"06/21/2023","1,376.95","1,372.85","1,384.91","1,371.04","","0.27%"
"06/20/2023","1,373.25","1,349.47","1,400.90","1,349.47","","1.79%"
"06/19/2023","1,349.07","1,336.24","1,352.49","1,334.21","","0.93%"
"06/16/2023","1,336.64","1,328.79","1,337.39","1,321.35","","0.59%"
"06/15/2023","1,328.79","1,330.26","1,330.26","1,323.64","","-0.14%"
"06/14/2023","1,330.70","1,332.92","1,342.83","1,329.34","","-0.22%"
"06/13/2023","1,333.57","1,324.67","1,334.04","1,324.67","","0.68%"
"06/12/2023","1,324.57","1,315.26","1,326.68","1,313.24","","0.74%"
"06/09/2023","1,314.84","1,312.15","1,314.93","1,310.91","","0.21%"
"06/07/2023","1,312.15","1,299.59","1,314.47","1,299.59","","0.93%"
"06/06/2023","1,300.12","1,303.25","1,303.55","1,298.36","","-0.24%"
"06/05/2023","1,303.25","1,303.28","1,304.31","1,299.03","","0.00%"
"06/02/2023","1,303.28","1,309.88","1,309.88","1,302.00","","-0.50%"
"06/01/2023","1,309.88","1,301.17","1,310.22","1,300.86","","0.75%"
"05/31/2023","1,300.15","1,302.45","1,303.96","1,300.15","","-0.18%"
"05/29/2023","1,302.45","1,294.88","1,302.45","1,292.86","","0.58%"
"05/26/2023","1,294.88","1,290.71","1,298.32","1,288.00","","0.17%"
"05/25/2023","1,292.72","1,290.48","1,292.82","1,286.07","","0.10%"
"05/24/2023","1,291.49","1,289.00","1,292.04","1,288.91","","0.19%"
"05/23/2023","1,289.00","1,295.67","1,296.77","1,288.09","","-0.47%"
"05/22/2023","1,295.14","1,287.67","1,297.39","1,287.64","","0.58%"
"05/19/2023","1,287.67","1,286.97","1,290.10","1,286.83","","0.05%"
"05/18/2023","1,286.97","1,286.74","1,287.54","1,279.78","","0.06%"
"05/17/2023","1,286.17","1,281.06","1,288.03","1,278.79","","0.35%"
"05/16/2023","1,281.66","1,290.88","1,290.88","1,280.76","","-0.59%"
"05/15/2023","1,289.23","1,290.44","1,294.83","1,286.94","","-0.17%"
"05/12/2023","1,291.46","1,294.69","1,294.69","1,279.40","","-0.33%"
"05/11/2023","1,295.70","1,290.92","1,297.12","1,290.92","","0.35%"
"05/10/2023","1,291.24","1,286.72","1,291.24","1,284.50","","0.39%"
"05/09/2023","1,286.19","1,291.50","1,291.50","1,286.19","","-0.37%"
