"Date","Price","Open","High","Low","Vol.","Change %"
"08/21/2024","1,033.10","1,030.63","1,033.10","1,030.63","","0.24%"
"08/20/2024","1,030.63","1,027.37","1,031.53","1,027.37","","0.32%"
"08/19/2024","1,027.30","1,033.19","1,033.19","1,027.05","","-0.57%"
"08/16/2024","1,033.19","1,027.75","1,033.96","1,027.75","","0.39%"
"08/15/2024","1,029.22","1,019.13","1,031.79","1,016.73","","-0.03%"
"08/14/2024","1,029.51","1,025.58","1,031.91","1,025.58","","0.38%"
"08/13/2024","1,025.58","1,025.59","1,027.24","1,025.30","","0.02%"
"08/12/2024","1,025.34","1,023.22","1,026.75","1,019.63","","0.38%"
"08/09/2024","1,021.50","1,019.97","1,022.73","1,017.57","","0.15%"
"08/08/2024","1,019.97","1,015.31","1,022.44","1,013.16","","0.31%"
"08/07/2024","1,016.79","1,012.42","1,017.53","1,012.42","","0.21%"
"08/06/2024","1,014.64","1,006.78","1,018.50","1,002.56","","0.06%"
"08/05/2024","1,014.00","1,022.01","1,022.01","1,014.00","","-0.88%"
"08/02/2024","1,022.99","1,021.27","1,023.47","1,020.28","","0.05%"
"08/01/2024","1,022.50","1,014.81","1,023.94","1,014.81","","0.00%"
"07/31/2024","1,022.50","1,012.39","1,024.50","1,012.39","","0.03%"
"07/30/2024","1,022.20","1,013.36","1,024.12","1,008.93","","-0.09%"
"07/29/2024","1,023.12","1,007.02","1,023.86","1,007.02","","0.54%"
"07/26/2024","1,017.59","1,013.31","1,021.57","1,007.41","","0.35%"
"07/25/2024","1,014.05","1,004.14","1,014.30","1,003.65","","-0.90%"
"07/24/2024","1,023.26","1,011.08","1,025.83","1,011.08","","1.04%"
"07/23/2024","1,012.68","1,007.01","1,014.77","1,001.82","","0.59%"
"07/22/2024","1,006.76","1,006.76","1,007.01","1,006.76","","0.07%"
"07/19/2024","1,006.10","1,011.65","1,016.14","1,003.56","","-0.55%"
"07/18/2024","1,011.65","1,009.76","1,012.16","1,009.76","","0.16%"
"07/17/2024","1,010.01","1,008.91","1,010.01","1,007.93","","0.23%"
"07/16/2024","1,007.68","1,004.80","1,009.21","1,002.56","","0.26%"
"07/15/2024","1,005.04","1,006.90","1,011.64","1,002.43","","-0.33%"
"07/12/2024","1,008.34","1,002.52","1,009.30","1,002.52","","0.93%"
"07/11/2024","999.04","999.12","999.36","998.88","","-0.17%"
"07/10/2024","1,000.74","1,000.48","1,001.70","999.36","","-0.21%"
"07/09/2024","1,002.80","998.87","1,007.74","993.82","","0.49%"
"07/08/2024","997.91","998.07","999.39","996.59","","0.08%"
"07/05/2024","997.11","999.46","1,001.50","991.83","","-0.31%"
"07/04/2024","1,000.22","995.95","1,004.92","994.19","","0.30%"
"07/03/2024","997.19","999.79","999.79","992.86","","-0.16%"
"07/02/2024","998.80","984.37","999.54","984.37","","1.21%"
"07/01/2024","986.84","975.22","986.84","975.22","","0.11%"
"06/28/2024","985.72","983.91","985.72","983.91","","0.18%"
"06/27/2024","983.91","983.23","984.33","982.48","","0.07%"
"06/26/2024","983.23","984.02","985.30","981.26","","-0.48%"
"06/25/2024","987.98","981.92","988.36","977.77","","0.17%"
"06/24/2024","986.31","986.68","986.68","983.48","","-0.04%"
"06/21/2024","986.68","984.84","987.68","983.70","","0.19%"
"06/20/2024","984.84","984.93","986.29","981.11","","-0.01%"
"06/19/2024","984.93","985.70","985.85","982.02","","-0.06%"
"06/18/2024","985.55","968.08","985.78","968.08","","0.02%"
"06/17/2024","985.32","985.02","986.01","985.02","","-0.02%"
"06/14/2024","985.48","991.03","991.03","969.07","","-0.68%"
"06/13/2024","992.18","997.92","1,003.98","986.91","","-0.99%"
"06/12/2024","1,002.07","999.66","1,006.57","998.05","","0.22%"
"06/11/2024","999.89","988.43","1,000.95","988.19","","1.14%"
"06/10/2024","988.66","988.19","990.50","988.19","","0.13%"
"06/07/2024","987.33","983.83","987.96","983.83","","-0.09%"
"06/06/2024","988.20","981.20","990.18","981.20","","0.29%"
"06/05/2024","985.34","993.50","993.50","981.20","","-0.77%"
"06/04/2024","992.96","980.81","995.44","980.81","","0.02%"
"06/03/2024","992.76","995.62","997.05","992.76","","-0.26%"
"05/31/2024","995.39","995.69","997.66","994.36","","0.04%"
"05/30/2024","995.00","995.15","997.54","994.69","","-0.14%"
"05/29/2024","996.38","999.19","999.55","994.92","","-0.17%"
"05/28/2024","998.04","998.21","1,006.62","996.90","","-0.29%"
"05/27/2024","1,000.95","993.42","1,009.32","993.42","","0.80%"
"05/24/2024","992.96","999.19","999.57","992.61","","-0.28%"
"05/23/2024","995.78","984.29","996.47","984.29","","0.19%"
"05/22/2024","993.85","989.85","995.04","986.55","","0.38%"
"05/21/2024","990.08","985.52","992.37","982.66","","0.46%"
"05/20/2024","985.52","986.70","986.70","976.89","","-0.47%"
"05/17/2024","990.17","991.01","991.01","989.86","","-0.10%"
"05/16/2024","991.12","990.42","994.46","990.42","","-0.14%"
"05/15/2024","992.48","987.88","994.02","987.88","","0.16%"
"05/14/2024","990.93","989.17","993.66","989.17","","0.18%"
"05/13/2024","989.17","993.04","993.04","987.96","","-0.70%"
"05/10/2024","996.15","997.59","997.67","995.31","","-0.14%"
"05/09/2024","997.59","1,003.12","1,004.50","996.86","","-0.60%"
"05/08/2024","1,003.58","999.28","1,003.58","999.28","","0.34%"
"05/07/2024","1,000.18","1,004.92","1,008.15","1,000.18","","-0.49%"
"04/30/2024","1,005.15","1,004.58","1,006.10","1,004.58","","0.29%"
"04/29/2024","1,002.28","1,002.58","1,002.58","1,001.98","","-0.39%"
"04/26/2024","1,006.25","1,005.45","1,009.79","999.93","","0.24%"
"04/25/2024","1,003.84","999.88","1,005.22","999.24","","-0.22%"
"04/24/2024","1,006.10","1,001.51","1,006.10","1,001.51","","0.79%"
"04/23/2024","998.23","1,003.81","1,005.42","997.92","","-0.43%"
"04/22/2024","1,002.51","1,011.42","1,016.87","999.17","","-1.24%"
"04/19/2024","1,015.11","1,009.09","1,017.70","1,009.09","","0.41%"
"04/18/2024","1,010.93","1,007.65","1,012.79","1,004.84","","0.33%"
"04/17/2024","1,007.65","1,000.61","1,009.02","1,000.61","","0.52%"
"04/16/2024","1,002.45","1,002.31","1,004.05","1,000.05","","0.20%"
"04/15/2024","1,000.46","1,013.70","1,014.92","997.76","","-0.94%"
"04/12/2024","1,009.91","1,001.74","1,010.15","1,001.34","","0.68%"
"04/11/2024","1,003.12","1,004.94","1,008.78","997.26","","0.03%"
"04/10/2024","1,002.85","998.12","1,006.98","995.16","","0.33%"
"04/09/2024","999.55","997.06","1,000.34","996.84","","0.68%"
"04/08/2024","992.83","989.97","992.83","987.77","","0.44%"
"04/05/2024","988.44","992.00","997.91","988.44","","-0.14%"
"04/04/2024","989.81","986.55","993.66","986.55","","0.36%"
"04/03/2024","986.25","985.94","992.00","981.27","","0.01%"
"04/02/2024","986.13","982.68","988.05","980.69","","0.26%"
"04/01/2024","983.60","986.66","988.73","982.45","","-0.64%"
"03/29/2024","989.95","984.61","990.36","984.61","","0.45%"
"03/28/2024","985.47","983.30","987.66","982.40","","0.22%"
"03/27/2024","983.30","974.86","984.54","974.86","","0.23%"
"03/26/2024","981.08","961.22","984.06","961.22","","1.21%"
"03/25/2024","969.38","972.20","972.20","967.68","","0.04%"
"03/22/2024","968.97","964.47","970.36","963.39","","0.61%"
"03/21/2024","963.10","965.43","965.43","963.06","","-0.46%"
"03/20/2024","967.59","972.27","972.27","967.59","","-0.43%"
"03/19/2024","971.76","960.79","972.21","959.82","","0.57%"
"03/18/2024","966.25","962.72","973.30","962.72","","0.37%"
"03/15/2024","962.72","957.81","963.12","957.81","","0.51%"
"03/14/2024","957.81","957.60","957.81","957.60","","0.04%"
"03/13/2024","957.38","963.43","963.43","956.56","","-0.62%"
"03/12/2024","963.37","962.80","963.53","962.64","","-0.13%"
"03/11/2024","964.61","964.95","974.00","963.14","","0.42%"
"03/08/2024","960.58","958.73","964.45","958.57","","0.75%"
"03/07/2024","953.47","947.97","957.66","947.97","","0.83%"
"03/06/2024","945.65","942.37","949.97","940.71","","0.68%"
"03/05/2024","939.27","939.27","941.35","938.25","","-0.10%"
"03/04/2024","940.19","931.65","944.74","930.57","","1.06%"
"03/01/2024","930.35","925.62","932.74","925.43","","0.49%"
"02/29/2024","925.84","924.59","929.13","924.59","","0.14%"
"02/28/2024","924.59","924.74","929.18","915.93","","-0.39%"
"02/27/2024","928.19","931.66","931.66","918.39","","-0.40%"
"02/26/2024","931.88","934.60","936.54","927.02","","-0.32%"
"02/23/2024","934.91","923.61","937.83","923.61","","1.13%"
"02/22/2024","924.48","901.13","930.20","893.54","","2.44%"
"02/21/2024","902.42","906.40","910.67","897.77","","-0.69%"
"02/20/2024","908.72","916.60","916.60","907.71","","-0.86%"
"02/19/2024","916.60","916.35","917.03","916.35","","-0.20%"
"02/14/2024","918.48","917.35","924.71","916.53","","0.08%"
"02/13/2024","917.78","897.66","935.19","897.66","","1.99%"
"02/12/2024","899.90","900.10","903.10","897.81","","0.54%"
"02/09/2024","895.08","890.62","900.53","890.62","","0.45%"
"02/08/2024","891.10","893.13","893.13","885.80","","-0.13%"
"02/07/2024","892.27","883.89","895.56","883.89","","0.15%"
"02/06/2024","890.89","891.79","891.95","888.92","","-0.10%"
"02/05/2024","891.79","890.11","893.60","890.11","","0.86%"
"02/02/2024","884.19","883.11","885.05","883.11","","0.46%"
"02/01/2024","880.10","879.30","883.00","877.79","","0.32%"
"01/31/2024","877.28","877.03","878.57","876.94","","-0.20%"
"01/30/2024","879.07","877.89","883.63","877.89","","0.13%"
"01/29/2024","877.89","877.72","881.07","877.72","","0.37%"
"01/26/2024","874.68","873.08","876.12","873.08","","-0.31%"
"01/25/2024","877.44","873.85","877.44","871.53","","0.06%"
"01/24/2024","876.92","876.07","877.68","871.87","","0.30%"
"01/23/2024","874.26","874.84","878.92","874.11","","-0.07%"
"01/22/2024","874.84","876.42","880.26","873.27","","-0.17%"
"01/19/2024","876.36","869.29","883.39","869.29","","0.81%"
"01/18/2024","869.29","869.50","877.36","866.63","","-0.02%"
"01/17/2024","869.50","867.68","869.50","867.68","","0.11%"
"01/16/2024","868.55","881.81","882.89","864.32","","-1.50%"
"01/15/2024","881.81","885.14","885.19","880.09","","0.02%"
"01/12/2024","881.63","870.92","883.14","869.85","","0.98%"
"01/11/2024","873.07","868.52","873.07","867.22","","0.42%"
"01/10/2024","869.38","869.81","871.33","867.37","","-0.69%"
"01/09/2024","875.45","877.40","877.83","874.73","","-0.27%"
"01/05/2024","877.86","877.15","878.35","877.15","","0.08%"
"01/04/2024","877.15","878.29","878.64","873.84","","-0.05%"
"01/03/2024","877.56","870.37","879.07","870.37","","0.22%"
"12/28/2023","875.66","878.48","879.20","875.45","","-0.32%"
"12/27/2023","878.48","876.49","880.17","876.49","","0.11%"
"12/26/2023","877.52","874.26","877.52","874.26","","0.26%"
"12/25/2023","875.21","876.28","876.52","874.81","","-0.07%"
"12/22/2023","875.79","876.58","880.92","874.37","","0.00%"
"12/21/2023","875.82","881.91","882.98","875.51","","-0.69%"
"12/20/2023","881.91","877.66","881.93","877.66","","0.46%"
"12/19/2023","877.90","879.02","879.99","877.66","","-0.21%"
"12/18/2023","879.71","875.76","881.30","875.76","","-0.14%"
"12/15/2023","880.93","882.62","883.25","880.93","","-0.19%"
"12/14/2023","882.62","883.02","887.53","882.62","","-0.06%"
"12/13/2023","883.11","883.43","883.77","882.71","","-0.05%"
"12/12/2023","883.52","879.90","883.52","879.90","","0.32%"
"12/11/2023","880.71","872.15","881.73","872.15","","0.98%"
"12/08/2023","872.15","870.58","872.85","870.27","","-0.09%"
"12/07/2023","872.91","882.48","882.48","872.91","","-1.10%"
"12/06/2023","882.58","879.90","885.97","879.90","","0.22%"
"12/05/2023","880.63","879.42","882.03","879.42","","0.33%"
"12/04/2023","877.77","878.87","881.54","877.14","","-1.55%"
"12/01/2023","891.55","874.71","906.43","874.56","","1.58%"
"11/30/2023","877.71","873.77","888.12","873.47","","0.12%"
"11/29/2023","876.68","873.09","876.83","871.11","","0.08%"
"11/28/2023","875.98","875.69","879.11","875.16","","-0.24%"
"11/27/2023","878.11","877.58","879.97","876.90","","-0.12%"
"11/24/2023","879.14","876.85","879.63","876.24","","-0.12%"
"11/23/2023","880.24","875.67","883.73","875.67","","0.47%"
"11/22/2023","876.15","873.38","876.15","873.38","","0.13%"
"11/21/2023","874.98","872.99","877.10","872.89","","-0.59%"
"11/20/2023","880.17","872.24","881.21","871.84","","0.91%"
"11/17/2023","872.24","871.68","874.49","871.67","","-0.52%"
"11/16/2023","876.84","874.22","877.08","874.22","","0.24%"
"11/15/2023","874.75","872.78","875.00","872.78","","0.23%"
"11/14/2023","872.78","870.26","874.62","870.26","","0.29%"
"11/13/2023","870.26","868.53","870.30","868.53","","0.23%"
"11/10/2023","868.29","868.37","869.49","868.29","","-0.01%"
"11/09/2023","868.37","868.68","868.68","867.56","","-0.01%"
"11/08/2023","868.44","869.28","871.22","867.71","","-0.07%"
"11/07/2023","869.04","868.80","869.04","868.32","","-1.26%"
"11/06/2023","880.12","877.99","881.80","877.64","","0.15%"
"11/03/2023","878.79","878.23","880.56","878.21","","0.10%"
"11/02/2023","877.92","877.52","878.88","877.52","","0.29%"
"11/01/2023","875.42","874.51","878.38","874.39","","-0.06%"
"10/31/2023","875.94","876.52","879.09","875.94","","-0.20%"
"10/30/2023","877.73","876.52","877.88","876.52","","0.12%"
"10/27/2023","876.67","875.97","878.67","875.89","","-0.06%"
"10/26/2023","877.18","878.57","878.97","876.23","","-0.16%"
